Hora,Tiempo,Derecha_S1,Derecha_S2,Derecha_S3,Derecha_S4,Derecha_S5,Derecha_S6,Derecha_S7,Derecha_S8
13:38:35.725052,348419,1,1,23,5,1,32,346,4
13:38:35.732629,348429,1,0,27,6,1,33,356,4
13:38:35.736070,348439,0,0,32,6,0,35,369,2
13:38:35.739755,348449,0,0,37,6,0,37,381,1
13:38:35.741799,348460,1,0,40,8,0,37,395,2
13:38:35.744883,348469,2,2,44,9,0,39,407,3
13:38:35.747347,348479,1,2,48,10,1,39,413,2
13:38:35.750656,348489,2,3,54,10,0,40,416,2
13:38:35.753349,348499,1,2,60,9,3,40,425,1
13:38:35.756341,348509,1,4,64,9,0,42,441,2
13:38:35.758609,348519,1,2,68,9,0,42,457,2
13:38:35.760774,348529,1,2,72,9,0,42,469,1
13:38:35.763290,348539,1,3,75,8,0,42,479,1
13:38:35.765855,348549,1,4,78,8,1,40,486,2
13:38:35.768901,348559,1,2,81,8,0,43,492,1
13:38:35.772446,348569,1,3,83,7,0,43,499,2
13:38:35.775009,348579,1,3,85,7,0,44,502,1
13:38:35.777408,348589,1,3,86,7,1,44,506,2
13:38:35.780059,348599,1,3,86,7,1,42,511,1
13:38:35.782127,348609,0,0,88,2,0,44,517,1
13:38:35.784618,348619,0,0,89,1,0,44,523,1
13:38:35.787588,348630,0,0,90,1,0,44,532,1
13:38:35.790085,348639,0,0,91,1,0,44,537,1
13:38:35.793043,348649,0,0,91,1,0,43,538,1
13:38:35.795627,348659,0,0,92,1,0,42,539,1
13:38:35.797884,348669,0,0,96,1,0,40,541,1
13:38:35.800432,348679,0,0,100,1,0,40,541,1
13:38:35.804624,348689,0,0,105,1,0,39,539,1
13:38:35.806664,348699,0,0,110,1,0,38,538,1
13:38:35.809802,348709,0,0,118,1,0,36,537,1
13:38:35.811927,348719,0,0,129,1,0,33,540,1
13:38:35.814954,348729,2,0,142,2,0,30,540,1
13:38:35.816930,348739,7,0,155,2,0,26,536,1
13:38:35.820352,348749,12,0,174,4,0,22,528,1
13:38:35.823269,348759,19,0,199,6,0,16,516,1
13:38:35.825464,348769,29,4,237,11,0,12,499,1
13:38:35.827948,348779,34,32,283,26,0,9,482,1
13:38:35.831181,348789,34,83,328,49,0,7,468,1
13:38:35.833338,348800,32,138,370,76,0,7,455,1
13:38:35.837723,348809,31,187,409,107,2,11,444,1
13:38:35.838789,348819,29,229,444,146,21,26,449,1
13:38:35.843310,348829,28,266,472,191,62,68,488,1
13:38:35.846903,348839,29,301,492,231,127,174,673,11
13:38:35.848941,348849,31,334,509,260,180,324,841,87
13:38:35.852845,348859,37,365,523,276,212,439,891,175
13:38:35.857048,348869,44,390,532,287,229,504,900,235
13:38:35.859450,348879,49,407,538,294,241,537,901,277
13:38:35.863014,348889,53,417,544,303,253,554,902,315
13:38:35.865017,348899,52,421,548,315,267,567,908,353
13:38:35.868386,348909,49,422,554,329,282,580,913,398
13:38:35.873053,348919,45,422,558,343,296,592,920,443
13:38:35.874561,348929,43,424,562,356,311,604,924,483
13:38:35.878353,348939,41,426,566,368,326,617,927,516
13:38:35.881450,348949,41,428,568,379,338,629,931,544
13:38:35.885015,348959,43,431,571,388,348,638,933,563
13:38:35.889176,348969,44,434,574,395,355,647,935,579
13:38:35.892982,348979,47,437,576,399,363,654,937,593
13:38:35.894987,348989,50,440,578,403,368,659,938,605
13:38:35.894987,348999,52,441,579,406,373,664,938,613
13:38:35.901013,349009,53,443,580,408,375,666,939,619
13:38:35.904752,349019,55,446,581,410,375,668,939,624
13:38:35.906961,349029,55,447,581,411,375,669,938,626
13:38:35.912256,349039,52,449,582,411,375,670,939,628
13:38:35.915112,349049,51,449,581,411,375,669,939,630
13:38:35.919109,349059,49,449,582,410,375,669,939,631
13:38:35.922899,349069,47,451,581,409,374,669,939,632
13:38:35.924896,349079,45,451,580,408,374,668,939,633
13:38:35.928927,349089,43,451,581,407,374,667,939,634
13:38:35.930949,349100,44,454,582,405,373,669,940,635
13:38:35.934869,349109,42,452,579,404,371,669,939,635
13:38:35.938811,349119,40,452,579,403,370,670,940,637
13:38:35.941978,349129,40,451,578,401,369,671,940,639
13:38:35.944608,349139,39,449,577,401,368,672,940,640
13:38:35.947949,349149,39,447,577,401,367,673,941,642
13:38:35.950183,349159,39,445,576,400,366,674,941,644
13:38:35.955874,349169,37,442,574,400,365,675,941,646
13:38:35.959257,349179,36,439,572,400,364,677,941,648
13:38:35.961946,349189,34,436,570,399,363,678,942,650
13:38:35.964964,349199,31,432,568,399,362,680,942,651
13:38:35.967400,349209,28,426,565,399,361,682,944,654
13:38:35.972092,349219,25,419,563,398,361,683,943,657
13:38:35.975656,349229,23,410,559,398,362,685,944,659
13:38:35.979343,349239,19,397,556,398,362,686,944,661
13:38:35.982388,349249,16,383,553,397,361,687,944,664
13:38:35.985866,349259,13,367,549,394,362,688,944,665
13:38:35.988834,349270,11,348,545,393,361,688,944,667
13:38:35.993221,349279,8,328,539,390,360,688,945,668
13:38:35.996568,349289,7,307,533,387,360,688,945,670
13:38:35.999633,349299,5,282,527,384,357,688,945,670
13:38:36.000644,349309,5,259,520,380,356,688,945,672
13:38:36.005840,349319,5,239,515,376,353,689,945,672
13:38:36.009384,349329,4,222,509,369,349,689,945,674
13:38:36.012679,349339,3,209,503,362,346,691,945,674
13:38:36.015721,349349,4,201,499,357,341,692,946,675
13:38:36.016788,349359,3,195,494,351,337,693,946,675
13:38:36.023016,349369,3,191,491,345,333,694,947,675
13:38:36.025554,349379,3,189,488,340,327,695,946,676
13:38:36.028949,349389,3,189,485,333,320,696,947,675
13:38:36.032333,349399,3,191,483,327,313,698,947,675
13:38:36.034951,349409,3,195,480,320,305,699,947,674
13:38:36.038551,349419,3,199,479,315,298,700,948,674
13:38:36.041686,349429,4,204,477,310,292,701,947,673
13:38:36.044873,349440,3,208,476,306,288,703,948,672
13:38:36.046992,349449,3,212,474,301,283,702,948,671
13:38:36.049009,349459,3,217,472,296,279,704,948,669
13:38:36.053792,349469,3,220,471,291,274,703,947,666
13:38:36.056845,349479,6,226,470,287,270,705,948,664
13:38:36.060123,349489,5,230,467,278,263,703,947,660
13:38:36.062711,349499,3,230,462,268,252,701,946,654
13:38:36.065690,349509,2,231,456,258,242,699,945,648
13:38:36.069483,349519,4,230,451,251,229,697,944,641
13:38:36.072827,349529,7,231,447,244,219,696,945,636
13:38:36.074844,349539,5,230,441,237,204,690,942,625
13:38:36.074844,349549,4,228,435,229,195,687,942,615
13:38:36.074844,349559,3,223,424,218,185,680,940,604
13:38:36.084690,349569,3,217,415,208,173,673,938,593
13:38:36.088523,349579,3,211,407,199,165,666,937,582
13:38:36.089530,349589,3,199,398,189,153,655,933,566
13:38:36.094867,349599,3,185,389,179,138,641,928,545
13:38:36.097929,349609,3,166,377,165,131,628,922,525
13:38:36.099949,349619,3,146,364,152,120,609,912,494
13:38:36.104763,349629,4,126,354,140,112,588,903,461
13:38:36.107860,349639,4,104,341,128,102,556,889,417
13:38:36.110324,349649,3,85,327,117,93,522,869,376
13:38:36.113615,349659,2,65,311,106,80,481,837,328
13:38:36.116140,349669,3,48,295,97,68,432,792,272
13:38:36.119420,349679,2,37,281,90,58,383,734,216
13:38:36.123035,349689,1,28,265,83,46,325,663,166
13:38:36.126100,349699,3,20,252,77,34,266,590,127
13:38:36.129398,349709,3,16,239,72,26,217,538,97
13:38:36.131566,349719,3,12,228,67,19,178,509,73
13:38:36.134901,349729,2,9,214,62,14,149,491,57
13:38:36.138547,349740,2,6,198,58,11,125,477,44
13:38:36.139552,349749,2,4,183,54,8,107,472,34
13:38:36.144703,349759,0,3,169,50,6,93,474,28
13:38:36.147996,349769,1,2,159,45,5,82,467,21
13:38:36.150039,349779,0,4,149,41,5,76,469,18
13:38:36.154701,349789,0,3,138,35,4,69,467,15
13:38:36.156913,349799,0,3,128,31,5,64,469,12
13:38:36.159726,349809,0,1,119,25,1,60,461,9
13:38:36.163114,349819,0,0,113,21,1,57,456,7
13:38:36.165644,349829,0,0,108,19,0,54,455,9
13:38:36.167904,349839,0,0,104,15,0,50,453,4
13:38:36.171710,349849,0,0,100,12,0,46,452,4
13:38:36.174721,349859,0,4,98,12,2,44,453,5
13:38:36.177330,349869,0,4,95,10,3,37,450,6
13:38:36.180378,349879,0,0,90,6,0,38,446,6
13:38:36.182390,349889,0,0,88,5,0,34,441,6
13:38:36.186118,349899,0,0,87,4,0,32,441,2
13:38:36.188685,349910,0,0,85,4,0,30,436,2
13:38:36.191347,349919,0,0,83,3,0,28,431,1
13:38:36.194670,349929,2,0,82,2,0,26,426,3
13:38:36.194670,349939,0,0,81,2,0,25,419,2
13:38:36.194670,349949,0,3,82,4,1,25,412,3
13:38:36.202102,349959,0,3,82,3,1,23,406,3
13:38:36.204908,349969,0,3,83,3,1,18,398,3
13:38:36.207692,349979,0,2,83,3,1,16,393,3
13:38:36.210839,349989,0,3,82,3,1,14,389,3
13:38:36.212899,349999,0,2,83,2,1,19,388,3
13:38:36.215885,350009,0,3,83,3,1,11,384,4
13:38:36.218247,350019,0,2,84,3,1,12,384,4
13:38:36.220692,350029,0,2,85,2,1,15,383,2
13:38:36.224667,350039,0,1,85,3,1,14,377,4
13:38:36.227970,350049,4,0,84,1,0,12,376,4
13:38:36.230016,350059,0,0,85,1,0,11,376,1
13:38:36.232723,350069,0,0,84,1,0,9,375,1
13:38:36.234747,350080,0,0,86,3,1,12,372,4
13:38:36.239470,350089,0,0,87,2,1,10,368,5
13:38:36.241675,350099,4,0,86,0,0,6,364,6
13:38:36.244884,350109,0,0,87,0,0,6,362,1
13:38:36.247597,350119,0,0,89,3,1,5,364,2
13:38:36.249619,350129,0,0,90,2,1,6,364,7
13:38:36.252186,350139,0,0,91,2,1,6,364,7
13:38:36.255788,350149,0,0,91,2,1,5,362,6
13:38:36.258991,350159,0,0,92,2,1,4,360,7
13:38:36.261391,350169,1,0,90,0,0,1,361,6
13:38:36.264437,350179,0,0,91,1,0,0,360,1
13:38:36.265961,350189,0,0,93,2,1,4,357,7
13:38:36.269424,350199,0,0,94,2,1,1,360,2
13:38:36.271734,350209,0,0,94,2,1,4,359,5
13:38:36.274833,350219,1,0,91,1,0,0,362,2
13:38:36.277595,350229,0,0,91,1,0,0,362,1
13:38:36.279886,350239,0,0,94,1,0,1,363,2
13:38:36.282110,350249,0,0,94,2,1,3,362,1
13:38:36.284653,350259,0,0,93,2,0,3,361,1
13:38:36.288811,350269,1,0,87,1,0,0,361,1
13:38:36.291255,350279,0,0,85,0,0,0,360,1
13:38:36.293304,350289,0,0,89,2,1,1,356,0
13:38:36.296923,350299,0,0,89,2,1,1,354,0
13:38:36.299006,350309,0,0,89,2,1,1,356,2
13:38:36.302135,350319,0,0,88,2,1,1,350,0
13:38:36.305565,350329,0,0,85,2,1,1,346,0
13:38:36.307743,350339,0,0,82,2,1,1,346,0
13:38:36.310900,350349,0,0,79,2,1,1,345,0
13:38:36.312914,350359,0,0,77,2,1,1,345,0
13:38:36.315910,350369,0,0,74,2,1,2,345,0
13:38:36.318974,350380,0,0,73,2,1,8,350,0
13:38:36.320804,350389,1,1,71,1,0,19,361,0
13:38:36.324681,350399,0,0,91,5,0,34,377,1
13:38:36.328033,350409,0,0,124,16,0,61,407,1
13:38:36.330073,350419,0,5,161,30,6,110,498,3
13:38:36.337138,350429,0,17,200,45,15,179,637,25
13:38:36.362865,350439,0,38,237,60,27,266,761,71
13:38:36.364880,350449,0,68,272,75,40,351,828,131
13:38:36.375813,350459,2,107,304,92,51,416,856,184
13:38:36.378879,350469,8,148,332,109,61,460,867,222
