Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
2,0,4.850000000000023,5.760000000000019,5.760000000000019,6.189999999999998
2,4,11.090000000000003,11.870000000000005,11.870000000000005,12.26000000000002
2,6,17.600000000000023,18.380000000000024,18.380000000000024,18.79000000000002
,TIEMPO_FINAL,,,,30.02000000000001
