Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
5,0,4.470000000000027,5.360000000000014,5.360000000000014,5.819999999999993
5,4,10.390000000000043,11.129999999999995,11.129999999999995,11.569999999999993
5,5,11.580000000000041,12.330000000000041,12.330000000000041,12.660000000000025
5,8,16.30000000000001,17.060000000000002,17.060000000000002,17.480000000000018
,TIEMPO_FINAL,,,,25.870000000000005
