Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
4,0,5.050000000000011,5.890000000000043,5.890000000000043,6.32000000000005
4,3,9.5,10.260000000000048,10.260000000000048,10.640000000000043
4,7,16.620000000000005,17.430000000000007,17.430000000000007,17.74000000000001
,TIEMPO_FINAL,,,,25.120000000000005
