Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
3,0,3.329999999999984,3.970289855072447,3.970289855072447,4.269999999999982
3,4,9.039999999999964,9.582372881355909,9.582372881355909,9.839999999999975
3,7,15.169999999999959,15.646173913043436,15.646173913043436,15.909999999999968
3,11,21.16999999999996,21.712231404958622,21.712231404958622,21.97999999999996
