Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
3,3,8.349999999999966,9.149999999999977,9.149999999999977,9.569999999999936
3,4,9.579999999999984,10.379999999999939,10.379999999999939,10.739999999999952
3,6,14.499999999999943,15.309999999999945,15.309999999999945,15.68999999999994
3,7,15.699999999999932,16.499999999999943,16.499999999999943,16.869999999999948
3,10,20.46999999999997,21.369999999999948,21.369999999999948,21.749999999999943
,TIEMPO_FINAL,,,,26.72999999999996
