Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
4,3,8.860000000000014,9.660000000000025,9.660000000000025,10.07000000000005
4,4,10.080000000000041,10.850000000000023,10.850000000000023,11.230000000000018
4,8,14.860000000000014,15.690000000000055,15.690000000000055,16.05000000000001
4,9,16.06000000000006,16.82000000000005,16.82000000000005,17.220000000000027
4,12,20.56000000000006,21.420000000000016,21.420000000000016,21.840000000000032
,TIEMPO_FINAL,,,,25.120000000000005
