Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
1,0,4.699999999999989,5.559999999999974,5.559999999999974,5.949999999999989
1,3,10.119999999999976,10.93999999999997,10.93999999999997,11.349999999999994
1,4,11.359999999999985,12.179999999999978,12.179999999999978,12.549999999999983
1,6,16.869999999999976,17.70999999999998,17.70999999999998,18.089999999999975
1,7,18.099999999999994,18.869999999999976,18.869999999999976,19.24999999999997
1,9,22.899999999999977,23.74999999999997,23.74999999999997,24.129999999999995
,TIEMPO_FINAL,,,,27.079999999999984
