Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
2,0,5.530000000000001,6.340000000000003,6.340000000000003,6.6200000000000045
2,3,10.379999999999995,11.22999999999999,11.22999999999999,11.590000000000003
2,4,11.599999999999994,12.400000000000006,12.400000000000006,12.789999999999992
2,8,16.900000000000006,17.72999999999999,17.72999999999999,18.129999999999995
2,9,18.139999999999986,18.98999999999998,18.98999999999998,19.340000000000003
2,13,22.799999999999983,23.619999999999976,23.619999999999976,24.039999999999992
,TIEMPO_FINAL,,,,30.02000000000001
