Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
5,1,5.189999999999998,6.039999999999964,6.039999999999964,6.329999999999984
5,4,9.739999999999952,10.559999999999945,10.559999999999945,10.949999999999989
5,5,10.95999999999998,11.759999999999991,11.759999999999991,12.119999999999948
5,7,15.659999999999968,16.519999999999982,16.519999999999982,16.869999999999948
5,8,16.879999999999995,17.69999999999999,17.69999999999999,18.089999999999975
5,12,21.379999999999995,22.17999999999995,22.17999999999995,22.639999999999986
,TIEMPO_FINAL,,,,25.870000000000005
