Pasada,Ciclo,Apoyo_inicio,Apoyo_fin,Balanceo_inicio,Balanceo_fin
1,3,10.810000000000002,11.590000000000003,11.590000000000003,12.009999999999991
1,8,22.109999999999985,23.129999999999995,23.129999999999995,23.560000000000002
1,9,23.569999999999993,24.370000000000005,24.370000000000005,24.69999999999999
,TIEMPO_FINAL,,,,27.079999999999984
