Tiempo;Derecha_S1;Derecha_S2;Derecha_S3;Derecha_S4;Derecha_S5;Derecha_S6;Derecha_S7;Derecha_S8
298699;40;1;22;76;203;0;80;0
298710;40;1;22;76;203;0;80;0
298719;40;1;22;76;204;0;80;0
298729;40;1;22;76;205;0;80;0
298739;40;1;22;76;205;0;80;0
298749;41;2;24;75;205;0;80;0
298759;40;1;22;74;208;1;81;4
298769;41;2;24;74;206;0;81;0
298779;40;1;23;76;206;0;82;0
298789;41;1;23;75;207;0;83;0
298799;40;1;23;75;207;0;84;0
298809;40;1;23;72;211;1;87;3
298819;42;2;24;72;208;0;86;0
298829;41;1;23;74;208;0;86;0
298839;42;1;23;75;208;0;86;0
298849;41;1;23;72;211;0;88;1
298859;41;1;23;74;209;0;87;0
298869;43;3;25;73;209;0;87;0
298880;41;1;23;72;214;1;89;1
298889;42;1;24;74;215;1;89;0
298899;41;1;23;73;213;1;89;1
298909;42;1;24;74;209;0;87;0
298919;43;2;25;76;208;0;87;0
298929;43;1;24;74;208;0;87;0
298939;42;1;24;74;208;0;87;0
298949;42;1;24;75;208;0;88;0
298959;44;1;24;75;208;0;87;0
298969;43;3;25;76;209;0;88;0
298979;43;1;25;76;210;0;88;0
298989;42;1;24;74;211;1;88;0
298999;43;1;24;75;210;0;89;1
299009;43;1;24;75;210;1;88;1
299019;43;1;24;74;208;0;87;0
299029;43;1;24;75;207;0;87;0
299039;45;2;25;77;208;0;86;0
299049;44;1;24;75;208;0;86;0
299059;43;1;24;75;209;0;86;0
299069;46;1;24;75;208;0;86;0
299079;46;1;24;75;209;0;86;0
299089;45;3;25;78;208;0;86;0
299099;45;3;24;78;208;0;86;0
299109;46;1;24;75;209;0;88;0
299119;44;1;23;75;209;0;89;0
299129;43;1;23;75;209;0;89;0
299139;45;3;24;79;208;0;89;0
299149;46;1;23;75;209;0;88;0
299159;45;1;23;75;210;0;87;0
299169;43;1;23;75;208;1;88;0
299180;43;2;23;75;209;0;87;0
299189;44;3;24;77;208;0;87;0
299199;42;1;23;74;209;0;89;0
299209;42;1;23;74;208;1;91;0
299219;43;1;23;74;208;1;91;0
299229;42;1;22;74;208;0;90;0
299239;41;1;22;74;208;0;91;0
299249;40;1;22;74;208;0;91;0
299259;41;2;24;75;206;0;91;0
299269;42;0;22;73;208;0;92;0
299279;40;0;22;72;208;0;92;0
299289;40;1;22;72;208;0;92;0
299299;40;2;22;71;209;0;92;0
299309;41;2;23;72;207;0;93;0
299319;40;2;21;71;209;0;93;0
299329;40;2;21;71;209;0;93;0
299339;41;2;22;71;211;0;93;0
299350;40;1;21;70;209;0;93;0
299359;42;2;22;71;212;0;93;0
299369;42;1;21;69;210;0;93;0
299379;40;3;21;69;209;0;93;0
299389;41;3;21;71;209;0;93;0
299399;40;1;20;69;210;0;93;0
299409;42;3;22;71;212;0;93;0
299419;40;2;20;69;211;0;93;0
299429;40;2;20;69;211;1;95;0
299439;41;2;20;69;210;0;94;0
299449;41;1;20;69;211;0;94;0
299459;41;2;20;70;211;0;94;0
299469;41;2;20;70;211;0;94;0
299479;41;2;20;69;211;1;95;0
299489;41;2;20;70;211;0;95;0
299499;42;3;21;71;214;0;94;0
299509;42;2;20;69;211;0;94;0
299520;41;2;20;69;211;0;94;0
299529;41;1;20;69;211;0;94;0
299539;41;2;20;69;211;0;94;0
299549;41;1;20;69;210;0;94;0
299559;40;2;20;68;210;0;94;0
299569;40;2;20;68;210;0;97;0
299579;41;3;19;69;210;0;95;0
299589;40;2;20;69;210;0;95;0
299599;40;2;20;69;210;0;95;0
299609;40;2;20;69;210;0;95;0
299619;42;3;19;70;210;0;94;0
299629;41;2;20;70;210;0;92;0
299639;42;2;20;70;211;0;91;0
299649;41;2;20;71;211;0;90;0
299659;42;2;20;71;212;0;89;0
299669;41;2;20;71;211;0;88;0
299679;41;1;20;72;211;0;88;0
299689;44;3;21;73;213;0;87;0
299699;42;1;20;72;212;0;86;0
299709;42;1;20;72;212;0;86;0
299719;42;1;20;73;212;0;86;0
299729;43;2;20;73;212;0;88;0
299739;42;2;20;73;212;0;88;0
299749;42;1;20;73;212;0;88;1
299759;42;2;20;73;212;0;88;0
299769;42;1;20;73;212;0;86;0
299779;42;1;20;73;212;0;87;0
299789;42;1;20;73;212;0;88;0
299799;43;1;20;73;212;0;94;1
299809;43;2;20;73;212;0;90;0
299820;44;2;20;73;212;0;90;0
299829;43;1;20;73;212;0;91;0
299839;43;3;22;73;213;0;91;0
299849;43;2;20;74;212;0;91;0
299859;43;1;20;74;212;0;92;0
299869;46;3;21;75;214;2;91;0
299879;43;2;20;74;212;0;92;0
299889;44;2;20;74;213;0;93;0
299899;43;2;20;74;213;0;91;0
299909;43;2;20;74;213;0;90;0
299919;45;3;21;75;214;2;89;0
299929;45;3;21;75;214;2;89;0
299939;44;2;20;73;213;0;89;0
299949;42;1;22;73;213;0;89;0
299959;41;2;22;73;213;0;88;0
299969;39;2;22;73;213;0;87;0
299979;43;2;20;73;213;0;86;0
299990;44;3;22;74;215;3;86;0
299999;43;2;20;73;213;0;86;0
300009;43;2;20;72;214;0;86;0
300019;43;2;20;72;213;0;86;0
300029;42;2;20;72;214;0;85;0
300039;40;2;21;72;213;0;85;1
300049;40;3;22;72;213;0;85;1
300059;42;2;20;72;213;0;86;0
300069;42;1;20;73;213;0;86;0
300079;42;2;20;72;213;0;86;0
300089;42;2;20;72;212;0;86;0
300099;41;2;20;71;211;0;88;0
300109;42;2;21;70;210;0;92;0
300119;42;2;21;69;208;0;94;0
300129;40;1;21;69;206;0;96;0
300139;39;5;22;67;206;0;97;0
300149;40;2;21;68;204;0;98;0
300160;41;3;22;70;203;1;97;0
300169;38;3;21;69;201;0;97;1
300179;38;4;24;69;198;0;99;0
300189;37;6;22;68;196;0;97;0
300199;37;7;24;69;193;0;97;0
300209;38;6;22;68;190;0;96;0
300219;37;2;22;70;188;0;94;0
300229;36;2;22;71;186;0;89;0
300239;36;3;22;73;186;0;83;0
300249;37;4;23;75;186;0;81;0
300259;37;4;25;76;186;0;84;0
300269;37;3;24;77;185;0;94;4
300279;36;3;25;78;184;0;106;0
300289;36;4;26;80;184;0;118;0
300299;36;4;28;80;184;0;135;0
300309;35;5;29;81;183;0;150;0
300319;35;6;31;82;183;0;168;0
300329;35;6;33;82;182;0;186;0
300339;36;8;36;85;182;0;203;0
300349;36;8;36;85;178;0;215;0
300359;35;8;38;86;177;0;233;0
300369;35;9;39;87;177;0;249;0
300379;37;10;42;89;178;0;258;0
300389;36;10;45;89;179;0;265;0
300399;38;12;45;91;180;0;272;0
300409;40;13;48;94;182;0;280;0
300419;40;13;49;94;180;0;284;0
300429;40;13;51;94;180;0;290;0
300439;41;13;52;94;181;0;301;0
300449;42;14;53;95;181;0;318;0
300460;43;13;55;98;182;0;336;0
300469;44;14;56;97;183;0;352;0
300479;46;14;57;98;183;0;359;0
300489;46;14;58;99;183;0;363;0
300499;46;14;59;101;183;0;362;0
300509;47;14;59;101;184;0;358;0
300519;47;14;60;103;184;0;354;0
300529;47;14;61;107;184;0;352;0
300539;48;14;61;105;184;0;352;0
300549;50;15;63;106;183;0;354;0
300559;50;15;63;107;183;0;350;0
300569;52;15;64;108;183;0;345;0
300579;53;16;64;108;184;0;347;0
300589;52;16;65;109;184;0;350;0
300599;53;16;65;110;185;0;345;0
300609;55;16;66;111;184;0;337;0
300619;57;17;68;113;186;1;342;0
300630;57;16;67;113;184;0;339;1
300639;58;16;67;113;185;0;329;2
300649;59;16;68;114;185;0;325;2
300659;63;16;73;115;183;0;317;2
300669;63;16;73;117;184;0;311;0
300679;59;16;70;115;184;0;313;0
300689;60;16;70;115;185;0;313;0
300699;60;16;71;115;186;0;315;2
300709;60;16;72;116;186;0;315;2
300719;61;17;73;116;188;0;325;3
300729;62;17;74;116;188;0;329;4
300739;62;17;75;116;188;0;342;4
300749;63;18;76;118;188;0;350;4
300759;64;18;77;117;189;0;351;5
300769;64;18;77;115;187;0;359;6
300779;64;19;77;114;186;0;367;5
300789;66;20;79;114;186;0;374;9
300800;65;19;78;111;182;0;375;7
300809;65;19;79;110;180;0;380;7
300819;66;19;80;108;178;0;390;8
300829;68;20;80;107;176;0;397;8
300839;67;19;81;105;174;0;402;8
300849;68;20;81;103;173;0;404;8
300859;70;21;82;103;173;0;404;12
300869;70;22;81;100;172;0;404;11
300879;70;18;78;97;166;0;397;8
300889;67;22;78;93;166;0;392;7
300899;66;22;77;90;162;0;387;7
300909;64;21;73;88;157;0;388;5
300919;62;21;72;83;153;0;381;4
300929;60;20;71;80;143;0;371;2
300939;58;19;70;77;133;0;349;2
300949;58;18;68;73;122;0;322;1
300959;55;16;65;68;107;0;291;1
300969;53;12;59;61;91;0;258;0
300979;47;9;48;54;78;0;219;0
300989;36;7;36;42;67;0;181;0
300999;26;4;27;31;59;0;155;0
301009;20;3;20;22;54;0;137;0
301019;14;2;15;17;50;0;126;0
301029;12;4;11;14;48;0;116;0
301039;7;1;8;10;46;0;109;0
301049;5;0;6;8;45;0;109;0
301059;4;0;5;7;45;0;108;0
301069;3;0;3;5;44;0;102;0
301079;3;2;1;6;45;0;103;0
301089;2;0;2;3;43;0;113;0
301100;1;0;1;2;42;0;116;0
301109;0;0;0;1;41;0;119;0
301119;0;0;0;1;40;0;126;0
301129;0;0;0;0;40;0;132;0
301139;1;1;2;1;41;0;137;1
301149;1;4;0;2;41;0;141;0
301159;2;4;0;0;41;0;144;0
301169;1;4;0;0;41;0;156;0
301179;1;3;0;0;42;0;166;0
301189;0;0;0;0;41;0;172;0
301199;0;0;0;0;41;0;179;0
301209;0;1;0;1;42;0;192;0
301219;0;0;0;0;40;0;201;0
301229;0;0;0;0;40;0;214;0
301239;0;0;0;0;40;0;221;0
301249;0;0;0;0;41;0;228;0
301259;0;0;0;0;41;0;234;0
301270;0;0;0;0;39;0;234;0
301279;0;1;1;0;40;0;238;0
301289;0;0;0;0;38;0;232;0
301299;0;0;0;0;38;0;225;0
301309;1;1;0;0;39;1;220;0
301319;0;0;0;0;39;0;219;0
301329;0;0;1;0;39;0;220;0
301339;0;0;1;0;39;0;217;0
301349;0;0;3;0;40;0;217;0
301359;0;0;1;0;37;0;206;0
301369;0;0;0;0;36;0;197;0
301379;0;0;0;0;33;0;187;0
301389;0;0;0;0;29;0;169;0
301399;0;0;0;0;26;0;151;0
301409;0;0;0;0;24;0;142;0
301419;0;0;1;0;23;0;135;0
301429;0;0;0;0;20;0;126;0
301440;0;0;0;0;19;0;118;0
301449;0;0;0;0;18;0;108;0
301459;0;0;0;0;18;0;91;0
301469;0;0;0;0;17;0;75;0
301479;0;0;0;0;17;0;61;0
301489;0;0;0;1;17;0;50;0
301499;0;0;0;0;15;0;37;0
301509;0;0;0;0;14;0;28;0
301519;1;1;4;1;17;0;20;0
301529;2;0;4;11;16;0;17;0
301539;4;0;7;20;16;0;13;0
301549;6;0;8;28;16;0;9;0
301559;11;1;12;37;18;0;8;0
301569;16;1;16;43;21;1;5;0
301579;18;0;14;52;18;0;4;0
301589;23;1;16;59;19;0;3;0
301599;28;2;17;65;19;0;2;0
301609;32;3;18;71;19;0;2;0
301619;38;5;22;75;19;0;0;0
301629;39;6;21;81;21;0;2;0
301639;40;4;19;82;19;0;0;0
301649;36;3;15;78;18;0;7;0
301659;29;2;11;67;16;0;37;0
301669;22;2;8;58;14;0;70;0
301679;16;0;6;49;13;2;101;0
301689;12;0;5;41;12;2;127;0
301699;8;0;3;36;11;1;146;0
301709;6;0;2;34;12;0;155;0
301719;5;0;1;34;13;0;161;0
301729;3;0;1;34;14;0;172;0
301740;2;0;0;35;14;0;184;0
301749;2;1;1;33;15;1;193;0
301759;1;0;0;34;16;0;195;0
301769;1;0;0;33;16;0;196;0
301779;0;0;0;33;16;0;199;0
301789;1;0;0;34;16;0;204;0
301799;1;0;2;32;15;0;212;0
301809;0;0;0;34;16;0;212;0
301819;2;0;1;36;16;1;215;0
301829;1;0;1;34;11;0;216;0
301839;0;0;0;36;15;0;213;0
301849;0;0;0;37;14;0;206;0
301859;0;0;0;38;13;0;206;0
301869;0;0;0;38;13;0;204;0
301879;0;0;0;40;12;0;199;0
301889;0;0;0;40;12;0;191;0
301899;0;0;0;40;11;0;184;0
301910;0;0;1;42;10;1;180;0
301919;0;0;0;39;10;0;171;0
301929;0;0;0;39;10;0;164;0
301939;0;0;0;38;8;0;154;0
301949;0;0;0;39;8;1;146;0
301959;0;0;1;40;12;0;126;0
301969;0;0;6;43;18;0;103;0
301979;0;0;11;49;30;0;84;0
301989;2;0;15;56;55;0;80;0
301999;3;0;18;59;80;0;93;0
302009;5;0;20;61;101;0;117;0
302019;6;0;22;61;121;0;143;0
302029;7;0;24;62;138;0;182;0
302039;10;0;28;64;150;0;215;0
302049;15;3;34;68;160;0;241;0
302059;16;3;37;70;163;0;254;0
302069;22;5;42;72;167;0;266;0
302080;28;6;46;74;170;0;275;0
302089;34;7;50;76;174;0;278;0
302099;38;9;54;78;178;0;270;0
302109;43;10;57;80;182;0;261;0
302119;49;13;62;83;186;0;259;0
302129;51;13;64;83;186;0;227;0
302139;59;15;69;87;188;0;192;3
302149;62;15;71;84;190;0;166;6
302159;66;15;74;86;191;0;151;11
302169;70;16;77;88;192;0;146;18
302179;73;18;80;91;193;0;158;26
302189;80;19;83;96;195;0;182;39
302199;76;18;85;99;195;0;237;59
302209;77;20;89;103;196;0;347;92
302219;82;23;94;109;194;0;474;139
302229;80;23;96;113;194;0;593;183
302239;83;26;102;119;197;1;677;232
302249;85;25;106;122;196;0;721;276
302259;86;26;110;126;196;0;759;319
302269;86;26;113;129;196;0;789;358
302279;87;28;117;132;197;0;808;393
302289;89;30;119;134;200;0;820;421
302299;90;33;121;136;202;0;830;447
302309;91;34;123;136;204;0;837;468
302319;93;37;124;137;205;0;844;484
302329;93;39;125;138;206;0;848;497
302339;95;41;127;137;208;0;850;509
302349;95;45;130;139;211;0;853;519
302359;95;46;131;137;211;0;856;526
302369;95;47;132;136;212;0;857;532
302380;95;48;132;135;211;1;858;539
302389;96;49;133;134;213;0;857;543
302399;96;49;133;134;214;0;858;548
302409;96;49;135;134;216;0;857;551
302419;99;46;134;133;214;0;857;552
302429;100;43;134;134;215;0;858;553
302439;101;41;134;134;215;0;858;553
302449;101;40;134;136;216;2;862;555
302459;104;36;133;136;214;4;859;552
302469;105;34;134;138;213;8;859;551
302479;107;33;134;140;214;13;861;549
302489;107;30;133;143;215;20;861;548
302499;106;29;133;147;218;29;864;548
302509;109;25;130;149;218;38;864;544
302519;109;22;130;153;221;53;864;540
302529;110;20;130;157;224;72;864;537
302539;111;18;130;161;227;92;865;533
302550;110;17;130;164;229;111;866;529
302559;113;17;131;167;232;129;863;523
302569;113;18;134;172;236;145;860;519
302579;115;18;134;175;238;159;855;513
302589;115;18;134;177;239;172;848;507
302599;117;15;132;177;238;183;845;499
302609;119;15;132;179;240;192;842;491
302619;120;15;133;181;241;202;838;482
302629;122;16;134;183;242;212;835;477
302639;123;16;135;186;243;220;833;473
302649;126;23;139;189;244;228;833;473
302659;129;21;138;190;243;232;830;472
302669;133;25;140;190;243;234;833;474
302679;138;30;142;191;242;236;833;477
302689;141;34;145;193;243;238;835;481
302699;146;35;146;192;241;236;837;483
302709;150;39;149;194;243;235;844;488
302720;156;40;148;191;242;238;849;491
302729;162;43;149;190;242;239;853;498
302739;169;47;151;191;244;242;861;507
302749;176;47;150;189;242;243;867;512
302759;184;48;151;188;242;246;873;521
302769;194;50;152;187;242;248;877;530
302779;204;51;152;186;241;251;883;539
302789;214;53;154;186;243;252;887;550
302799;223;54;155;184;242;248;886;556
302809;234;55;154;182;241;237;882;561
302819;242;54;154;179;240;225;876;563
302829;249;52;152;175;237;206;866;563
302839;254;45;152;173;236;183;855;564
302849;257;42;150;167;232;146;835;559
302859;257;38;148;160;230;111;814;553
302869;253;34;145;148;226;84;792;542
302879;246;31;142;135;222;63;762;522
302889;237;28;138;116;218;48;727;494
302899;227;25;132;89;209;36;688;450
302909;210;22;125;66;194;27;638;387
302919;178;19;117;49;173;20;576;318
302929;132;14;106;36;149;16;509;246
302939;97;10;93;27;125;11;466;187
302949;71;7;82;20;108;8;541;142
302959;53;5;76;15;98;7;636;110
302969;40;4;73;11;93;5;686;87
302979;29;0;72;9;90;5;710;69
302989;21;2;68;6;82;3;714;55
302999;16;1;71;4;73;2;722;44
303009;12;1;75;3;63;1;728;36
303020;8;0;79;2;53;0;729;32
303029;6;0;82;2;46;0;728;27
303039;4;0;83;1;39;0;729;24
303049;4;0;88;5;36;1;736;22
303059;3;0;84;4;31;0;734;19
303069;1;0;81;3;28;0;732;17
303079;1;0;78;2;26;0;734;16
303089;1;0;72;2;26;0;734;15
303099;0;0;66;1;25;0;726;15
303109;1;0;63;1;25;0;725;14
303119;0;0;65;2;26;1;729;16
303129;0;0;59;0;24;0;725;14
303139;0;0;57;0;24;0;728;14
303149;0;0;56;0;24;0;727;14
303159;0;0;55;0;23;0;724;14
303169;0;0;54;0;22;0;723;13
303179;0;0;52;0;20;0;723;13
303190;0;0;54;1;21;0;723;14
303199;0;0;50;0;18;0;720;12
303209;0;0;52;1;19;1;715;11
303219;0;0;52;1;18;1;715;9
303229;1;0;50;1;18;1;719;10
303239;0;0;49;1;18;0;721;12
303249;0;0;47;1;18;0;710;8
303259;0;0;46;1;17;1;708;8
303269;0;0;46;0;16;0;700;9
303279;0;0;46;0;15;0;689;7
303289;0;0;43;1;15;1;682;4
303299;0;0;44;0;14;0;671;4
303309;0;0;42;0;12;0;660;3
303319;0;0;38;0;11;0;642;2
303329;0;0;35;0;9;0;635;2
303339;0;0;31;0;8;0;630;1
303349;0;0;28;0;7;0;621;1
303360;0;0;26;0;6;0;614;1
303369;0;0;24;0;5;0;609;0
303379;0;0;24;0;4;0;598;0
303389;0;0;23;0;3;0;594;0
303399;0;0;22;0;2;0;592;0
303409;0;0;20;0;1;0;587;0
303419;0;0;17;0;1;0;583;0
303429;0;0;16;0;0;0;587;0
303439;0;0;16;0;1;0;592;0
303449;0;0;16;2;2;0;592;0
303459;0;0;16;3;2;0;584;0
303469;0;0;13;4;5;0;587;0
303479;0;0;15;1;3;0;586;0
303489;0;0;14;1;3;0;586;0
303499;0;0;11;3;4;1;589;0
303509;0;0;11;3;4;1;592;0
303519;0;0;10;3;5;1;593;0
303529;0;0;12;2;5;0;572;0
303539;0;0;13;8;9;0;533;0
303549;0;0;12;24;17;1;500;4
303559;0;0;24;41;57;10;679;62
303569;1;0;36;54;106;56;828;212
303579;0;0;48;74;142;86;871;342
303589;0;0;61;90;165;102;868;418
303599;0;4;79;102;180;115;864;459
303609;8;10;97;115;191;132;874;494
303619;26;19;112;120;194;150;879;520
303629;46;28;122;126;198;169;883;544
303639;68;35;128;129;201;186;882;560
303649;87;42;131;132;204;206;880;569
303660;102;48;132;134;208;223;875;572
303669;113;52;134;136;210;238;869;571
303679;116;54;135;140;213;254;861;570
303689;115;52;135;138;214;268;853;559
303699;111;49;135;138;216;283;850;550
303709;105;46;135;139;220;296;849;541
303719;99;43;135;140;223;310;847;531
303729;93;38;135;141;228;325;848;524
303739;81;34;135;142;230;338;848;517
303749;72;31;135;143;231;351;849;510
303759;65;28;134;146;233;364;853;506
303769;57;25;135;148;236;376;856;503
303779;51;24;135;150;237;385;855;499
303789;45;22;135;153;241;395;857;499
303799;42;22;136;155;244;403;859;501
303809;40;21;136;158;246;411;864;505
303819;37;22;137;160;249;418;867;510
303830;39;23;139;161;252;423;868;516
303839;40;23;139;162;254;428;872;522
303849;43;23;140;163;256;433;873;527
303859;46;25;141;163;258;437;874;532
303869;49;26;142;161;262;442;877;538
303879;54;28;143;161;261;443;876;540
303889;57;29;144;161;262;446;877;543
303899;62;31;145;161;263;448;878;544
303909;68;31;146;160;264;451;880;547
303919;74;31;147;160;264;451;879;547
303929;81;32;148;162;266;451;879;549
303939;88;32;148;164;266;450;879;552
303949;96;34;149;165;266;448;880;556
303959;102;35;150;167;266;445;880;560
303969;106;36;151;169;266;441;879;564
303979;113;37;152;172;264;434;877;564
303989;119;38;154;174;264;430;876;567
304000;126;39;156;176;268;427;877;570
304009;131;40;157;179;266;422;874;571
304019;135;42;158;182;267;419;874;573
304029;137;43;158;185;269;417;875;575
304039;140;44;157;188;270;415;877;578
304049;141;45;158;191;272;413;878;580
304059;143;45;158;194;278;413;882;584
304069;146;45;158;198;277;409;881;584
304079;142;44;156;201;281;407;882;586
304089;141;44;156;206;284;404;883;590
304099;140;42;155;210;288;401;883;592
304109;139;38;156;214;293;397;883;593
304119;140;34;156;218;298;395;884;595
304129;141;31;158;223;305;395;887;599
304139;149;27;160;226;311;394;890;601
304149;157;24;163;228;317;392;888;601
304159;165;20;165;230;323;392;890;603
304169;173;17;165;234;328;391;889;604
304179;175;13;165;237;336;391;888;605
304189;176;9;165;240;341;387;881;602
304199;175;7;166;243;345;379;860;593
304209;170;5;164;247;349;368;834;585
304219;165;4;162;250;352;353;812;574
304229;163;4;160;257;352;333;792;559
304239;158;2;156;257;349;302;765;536
304249;155;1;154;261;342;253;731;500
304259;153;1;153;263;334;194;683;445
304269;152;0;152;265;326;146;627;387
304279;152;1;153;269;316;110;575;333
304289;150;0;152;266;310;83;553;278
304300;146;0;151;267;304;63;572;227
304309;143;0;150;266;300;48;622;179
304319;139;0;149;262;296;36;662;137
304329;133;0;147;256;293;29;680;106
304339;106;0;146;246;292;23;694;86
304349;82;0;145;231;288;18;699;69
304359;63;0;145;210;284;14;700;56
304369;49;0;143;174;280;11;695;45
304379;41;0;139;138;274;9;688;37
304389;32;0;133;108;264;5;686;29
304399;22;0;124;81;245;6;690;24
304409;16;0;112;61;223;4;683;18
304419;13;0;96;46;198;2;682;14
304429;8;0;80;34;178;2;682;11
304439;7;0;72;25;162;1;679;9
304449;5;0;68;19;146;1;679;6
304459;3;0;65;14;132;1;682;5
304470;3;0;63;11;122;0;686;4
304479;1;0;60;8;113;0;691;3
304489;3;1;61;7;107;0;691;2
304499;1;0;63;4;106;0;690;2
304509;0;0;68;3;107;0;691;1
304519;0;0;74;2;107;0;693;1
304529;2;0;80;1;106;3;698;2
304539;1;1;83;2;106;0;697;1
304549;0;0;82;1;100;0;700;1
304559;1;1;83;0;95;0;705;0
304569;0;2;84;1;90;0;706;1
304579;0;0;84;2;85;0;711;0
304589;0;0;84;5;82;0;716;0
304599;0;0;83;7;78;0;717;1
304609;1;0;82;10;77;0;714;2
304619;0;0;79;11;69;0;714;2
304629;0;0;78;12;64;0;719;2
304640;0;0;75;13;59;0;720;2
304649;0;0;73;13;56;0;722;2
304659;0;0;71;12;53;0;722;3
304669;0;0;69;10;49;0;720;3
304679;1;1;68;9;50;0;718;3
304689;0;0;64;5;46;0;716;3
304699;0;1;64;4;45;0;717;2
304709;0;0;62;3;45;0;718;2
304719;0;0;60;2;44;0;716;2
304729;0;0;61;3;46;0;715;1
304739;0;0;57;1;43;0;714;1
304749;0;0;56;0;43;0;715;2
304759;0;2;54;0;43;0;709;0
304769;1;0;54;0;42;0;708;0
304779;0;0;53;0;42;0;706;0
304789;0;1;51;0;42;0;709;1
304799;1;1;50;0;42;0;711;0
304809;0;0;49;0;42;0;713;0
304819;0;0;49;0;41;0;714;0
304829;0;0;48;0;41;0;714;0
304839;0;0;49;0;41;0;713;0
304849;0;0;51;2;42;0;704;0
304859;0;0;56;15;57;0;691;0
304869;0;0;65;29;89;0;688;0
304879;0;0;73;39;118;0;688;4
304889;0;3;83;55;143;0;665;7
304899;0;8;93;70;163;0;589;13
304909;0;13;103;82;178;0;511;39
304919;0;18;112;92;188;0;491;108
304929;3;23;117;99;196;0;576;200
304940;0;27;127;104;202;0;683;283
304949;0;32;132;106;207;0;742;342
304959;0;36;138;106;210;0;773;388
