Tiempo;Derecha_S1;Derecha_S2;Derecha_S3;Derecha_S4;Derecha_S5;Derecha_S6;Derecha_S7;Derecha_S8
96149;0;37;335;289;319;0;836;442
96159;2;36;332;287;317;0;836;442
96169;0;36;332;286;317;0;834;442
96179;0;36;332;285;317;0;835;442
96189;0;38;334;288;319;1;837;443
96199;0;37;334;288;319;0;835;443
96209;2;36;332;285;317;0;836;443
96219;2;36;332;285;317;0;836;443
96229;0;37;333;285;317;0;835;442
96239;0;37;333;285;317;0;835;442
96249;0;37;333;286;318;0;835;443
96259;2;37;334;285;318;0;835;444
96269;0;38;334;285;318;0;835;443
96279;0;37;336;288;320;1;837;445
96289;0;37;336;288;320;1;837;445
96300;0;38;336;288;320;2;835;444
96309;0;39;335;286;318;0;835;443
96319;0;39;335;286;318;0;835;443
96329;0;38;338;288;320;1;837;445
96339;0;38;338;288;320;2;835;446
96349;0;38;338;288;321;3;835;446
96359;0;37;338;288;320;2;834;446
96369;0;37;339;288;321;3;835;445
96379;1;39;336;286;319;0;835;445
96389;0;40;337;287;319;0;835;443
96399;0;40;337;286;319;0;835;443
96409;0;38;340;289;321;4;834;447
96419;0;38;340;288;321;4;835;447
96429;1;39;338;287;319;0;835;445
96439;0;40;338;287;319;0;835;442
96449;0;40;338;287;319;0;835;442
96459;0;40;341;289;322;3;834;442
96470;0;40;341;289;321;3;834;442
96479;1;38;338;287;319;0;835;442
96489;0;40;338;287;319;0;835;442
96499;0;40;341;289;321;1;838;444
96509;0;40;342;289;321;1;834;442
96519;0;40;342;289;321;1;833;442
96529;1;43;338;287;319;0;834;442
96539;0;41;338;287;319;0;835;442
96549;0;40;342;289;321;1;837;444
96559;0;41;340;289;321;1;833;442
96569;0;41;340;289;321;1;834;442
96579;1;44;339;287;319;0;835;442
96589;0;41;339;287;319;0;835;442
96599;0;41;341;289;321;1;837;443
96609;0;41;341;289;321;1;837;443
96619;0;41;342;289;321;1;831;441
96629;0;41;341;289;321;1;831;441
96640;0;41;343;290;321;1;831;441
96649;1;44;339;288;320;0;834;441
96659;0;41;340;288;320;0;834;441
96669;0;41;340;288;320;0;835;441
96679;0;41;340;288;320;0;835;441
96689;0;41;340;287;320;0;835;441
96699;1;45;340;288;320;0;835;441
96709;0;41;340;288;320;0;835;441
96719;0;41;340;288;320;0;835;441
96729;0;41;340;288;321;0;835;441
96739;0;41;341;289;320;0;835;441
96749;0;41;341;289;320;0;836;441
96759;0;41;341;289;320;0;836;442
96769;0;41;341;289;320;0;836;442
96779;0;41;341;289;321;0;836;441
96789;0;40;340;292;322;1;838;443
96799;0;40;341;289;321;0;835;442
96809;0;41;341;289;321;0;836;442
96819;0;41;341;289;321;0;836;442
96829;0;41;341;289;321;0;836;442
96839;0;41;341;289;321;0;836;442
96849;0;41;341;289;321;0;836;442
96859;0;41;340;292;322;0;839;444
96869;0;41;341;289;321;0;836;443
96879;0;40;341;289;321;0;836;443
96889;0;40;341;289;321;0;836;443
96899;0;40;341;289;321;0;836;443
96909;1;42;338;289;321;0;836;443
96919;0;40;341;289;320;0;836;443
96929;0;40;341;289;321;0;836;443
96940;0;40;341;289;321;0;836;443
96949;0;40;340;289;321;0;836;443
96959;0;40;341;290;321;0;836;443
96969;0;41;341;290;321;0;836;443
96979;0;40;340;293;322;1;838;445
96989;0;41;340;289;320;0;836;443
96999;0;41;340;289;321;0;836;444
97009;0;41;340;289;321;0;837;444
97019;0;42;340;289;321;0;837;445
97029;0;41;340;289;321;0;837;445
97039;0;41;340;289;320;0;837;445
97049;0;41;339;291;322;1;840;442
97059;0;41;339;289;320;0;837;445
97069;0;41;339;292;322;0;839;447
97079;0;41;339;289;320;0;837;445
97089;0;41;338;289;320;0;837;445
97099;0;41;338;289;320;0;837;445
97110;0;41;338;289;320;0;837;445
97119;0;41;338;289;320;0;837;445
97129;0;41;337;289;320;0;837;446
97139;0;40;337;288;322;1;839;447
97149;0;40;336;289;320;0;837;445
97159;0;40;336;289;319;0;838;446
97169;0;40;336;289;319;0;838;447
97179;0;40;336;288;319;0;838;447
97189;1;41;339;288;319;0;838;447
97199;1;41;338;288;319;0;837;447
97209;0;39;335;288;319;0;838;447
97219;0;38;335;288;319;0;838;447
97229;0;38;335;289;319;0;838;447
97239;1;40;337;287;319;0;837;446
97249;1;39;337;287;319;0;836;446
97259;0;38;335;288;319;0;836;445
97269;0;38;335;288;319;0;837;444
97280;0;37;335;289;319;0;837;444
97289;0;38;335;288;321;0;838;445
97299;1;38;336;290;320;0;836;444
97309;0;39;336;289;320;0;837;444
97319;0;38;335;288;319;0;837;443
97329;0;38;335;289;319;0;837;443
97339;0;38;335;289;319;0;837;443
97349;0;38;335;289;319;0;837;444
97359;1;40;337;286;319;0;837;445
97369;0;39;336;289;319;0;838;445
97379;0;39;336;289;319;0;838;446
97389;0;39;336;289;320;0;838;447
97399;0;40;336;289;320;0;838;447
97409;1;41;338;291;319;0;838;447
97419;0;40;336;289;319;0;838;449
97429;1;40;336;289;320;0;838;449
97439;0;40;336;289;320;0;839;449
97449;0;40;336;289;321;1;841;451
97459;0;41;336;289;320;0;838;449
97469;0;41;336;289;320;0;838;449
97479;0;41;336;290;321;1;841;452
97489;0;41;336;290;320;0;838;449
97499;0;41;336;290;320;0;838;449
97509;0;41;336;289;320;0;838;449
97519;0;40;336;289;322;1;841;451
97529;0;40;336;289;320;0;838;449
97539;0;39;336;289;319;0;838;448
97549;0;38;336;290;319;0;838;448
97559;0;38;335;289;319;0;838;448
97569;1;38;337;292;318;0;838;448
97580;0;36;334;289;319;0;839;448
97589;0;36;334;289;319;0;838;448
97599;0;35;334;289;319;0;839;449
97609;0;35;334;289;319;0;840;450
97619;0;35;334;289;319;0;841;452
97629;0;36;333;289;319;0;843;453
97639;0;36;333;289;318;1;846;456
97649;0;37;333;289;319;0;843;456
97659;0;37;333;289;319;0;844;456
97669;0;37;333;289;319;0;845;457
97679;0;37;334;289;319;0;845;458
97689;1;38;335;291;318;0;844;458
97699;1;38;335;290;318;0;843;457
97709;0;36;333;289;319;0;844;458
97719;0;36;333;289;319;0;843;458
97729;0;36;333;289;319;0;843;458
97739;1;37;334;290;318;0;842;458
97750;0;35;332;289;319;0;842;458
97759;0;35;332;289;319;0;842;458
97769;0;32;331;288;319;0;842;458
97779;0;34;330;289;319;0;843;459
97789;0;34;330;289;319;0;843;460
97799;0;34;329;289;319;0;843;460
97809;0;34;329;289;319;0;843;460
97819;0;34;328;289;318;4;846;462
97829;0;34;327;288;318;0;843;460
97839;0;34;327;288;318;0;843;460
97849;0;34;326;289;318;0;843;460
97859;0;34;326;288;318;0;843;460
97869;0;34;325;288;318;0;844;460
97879;0;34;325;288;318;0;844;460
97889;0;34;324;288;318;0;844;461
97899;0;35;324;288;318;0;844;461
97909;1;36;325;289;320;0;843;462
97920;0;35;324;287;317;0;844;462
97929;1;36;323;288;317;0;845;463
97939;0;36;323;287;317;0;846;465
97949;0;36;323;287;317;2;848;467
97959;1;38;324;288;316;0;848;467
97969;0;37;323;287;316;0;845;466
97979;0;37;324;287;316;0;846;466
97989;0;38;324;287;316;0;846;467
97999;0;38;324;286;316;0;849;469
98009;0;38;323;286;316;0;845;468
98019;0;38;323;286;316;0;846;468
98029;0;37;323;285;315;0;846;468
98039;0;38;322;285;315;0;846;469
98049;0;37;322;285;315;0;845;469
98059;0;37;321;284;315;0;845;468
98069;0;36;321;284;315;0;848;470
98079;0;36;320;284;315;0;844;468
98089;0;36;319;284;314;0;844;468
98099;0;35;317;284;314;0;844;467
98109;0;35;316;283;314;0;842;466
98119;2;36;317;285;316;0;841;465
98129;0;34;313;283;314;0;841;464
98139;0;34;312;282;314;0;841;464
98149;0;34;311;282;313;0;842;464
98159;0;34;311;282;313;0;842;463
98169;1;36;312;283;315;0;841;463
98179;0;35;311;282;313;0;841;463
98189;0;36;312;282;313;0;840;463
98199;0;36;313;282;313;0;841;463
98209;0;36;313;282;313;0;840;463
98220;0;37;314;282;313;0;840;463
98229;0;37;315;281;313;0;841;463
98239;1;38;317;283;315;0;841;463
98249;0;37;315;281;313;0;842;464
98259;0;37;316;282;313;0;8;492
102249;1;40;320;283;321;4;852;491
102259;0;40;321;284;320;3;852;491
102269;0;40;321;284;320;3;852;490
102279;0;40;322;283;320;2;851;489
102289;0;40;322;283;320;1;851;489
102299;0;41;322;284;323;2;853;491
102309;0;39;322;284;320;0;851;489
102319;0;39;323;284;324;2;853;491
102329;1;39;323;284;323;1;853;490
102339;0;38;324;284;323;1;853;490
102349;0;37;324;284;322;1;854;490
102359;0;37;325;284;321;1;854;489
102369;0;37;325;284;321;2;853;489
102379;0;37;325;284;320;1;852;489
102389;0;37;325;284;320;1;853;490
102400;0;36;326;284;321;1;853;489
102409;0;37;326;284;321;1;854;489
102419;1;37;327;285;322;0;851;488
102429;1;37;327;285;322;0;851;487
102439;0;36;326;284;320;1;853;488
102449;0;36;326;284;320;1;853;488
102459;0;36;327;285;320;1;853;487
102469;0;36;327;285;320;1;854;487
102479;0;36;328;285;321;1;853;487
102489;1;38;330;287;320;0;850;485
102499;1;38;330;287;320;0;850;484
102509;1;38;331;287;320;0;850;484
102519;1;36;329;285;321;0;851;485
102529;1;36;330;285;322;0;851;485
102539;1;37;331;287;320;0;851;485
102549;1;37;332;287;320;0;850;485
102559;1;37;331;287;320;0;850;485
102569;2;36;330;285;322;0;851;485
102579;2;35;330;286;322;0;852;486
102589;1;38;332;287;319;0;851;486
102599;1;38;332;287;319;0;851;486
102609;1;38;332;287;319;0;851;486
102619;2;36;330;285;322;0;851;486
102629;2;36;330;285;322;0;852;486
102639;0;37;330;285;322;4;854;489
102649;0;37;330;285;322;4;854;489
102659;0;37;330;286;322;2;855;489
102669;0;37;331;285;322;0;855;489
102679;0;37;331;285;322;0;855;489
102689;0;38;330;285;322;1;854;489
102700;0;38;330;285;322;1;855;489
102709;0;38;331;285;323;0;855;490
102719;1;37;331;286;323;0;852;488
102729;1;37;331;286;323;0;852;488
102739;1;37;331;286;323;0;852;488
102749;1;37;331;286;323;1;855;491
102759;1;37;331;286;322;1;854;491
102769;0;38;330;286;322;1;855;491
102779;0;38;330;286;323;0;855;491
102789;0;38;330;286;322;0;855;491
102799;1;40;331;287;325;0;852;489
102809;1;40;331;288;325;0;852;489
102819;1;36;329;286;322;0;852;489
102829;1;36;329;286;322;0;852;489
102839;1;37;330;285;322;0;852;489
102849;1;40;331;288;325;0;852;489
102859;1;40;331;287;325;0;852;489
102870;1;40;329;285;323;0;852;489
102879;1;40;329;285;322;0;852;489
102889;1;40;329;285;323;0;852;489
102899;1;40;329;285;322;0;852;489
102909;1;39;329;285;322;0;853;490
102919;1;40;331;287;325;0;852;489
102929;1;40;331;287;325;0;851;489
102939;2;40;329;285;322;0;851;488
102949;2;40;330;285;322;0;851;488
102959;0;38;330;285;323;0;854;490
102969;1;40;331;287;324;0;851;487
102979;1;40;332;288;324;0;850;486
102989;2;41;330;285;322;0;850;486
102999;4;41;330;285;322;0;851;485
103009;4;41;330;285;323;0;851;484
103019;1;41;332;287;325;0;850;483
103029;1;41;333;287;324;0;849;481
103040;1;42;330;286;323;0;849;480
103049;0;41;331;286;323;0;849;479
103059;0;42;331;286;323;0;849;479
103069;0;42;331;286;323;0;855;480
103079;0;42;331;286;323;0;855;479
103089;0;39;332;286;323;0;854;478
103099;0;39;332;286;323;0;852;478
103109;0;39;332;286;323;0;851;477
103119;0;41;331;286;323;0;850;477
103129;0;41;331;287;323;0;852;476
103139;0;39;332;286;323;0;852;476
103149;0;39;332;287;323;0;852;477
103159;0;40;331;287;323;0;849;475
103169;0;40;331;287;323;0;849;474
103179;0;40;333;287;323;0;853;476
103189;0;40;331;287;323;0;853;476
103199;0;40;331;287;323;0;852;475
103209;0;40;331;287;323;0;851;475
103219;0;40;331;287;323;0;850;475
103229;1;41;334;289;324;2;848;473
103239;1;41;334;289;324;3;848;473
103249;1;41;334;289;325;4;848;472
103259;0;41;330;287;323;0;849;473
103269;0;41;331;287;323;0;849;473
103279;1;42;334;289;325;4;849;473
103289;2;41;334;289;325;3;848;473
103299;1;41;334;289;325;3;848;473
103309;0;41;333;287;323;0;850;474
103319;0;41;333;287;323;0;850;474
103329;0;41;333;287;323;0;850;474
103340;0;41;333;287;323;0;850;475
103349;0;41;333;288;321;0;851;477
103359;0;40;332;287;323;0;851;478
103369;0;39;332;287;323;0;851;478
103379;0;39;332;287;323;0;853;478
103389;0;39;331;287;323;0;852;479
103399;0;43;333;287;323;0;851;479
103409;0;39;331;287;323;0;852;479
103419;0;39;331;287;323;0;852;480
103429;0;39;331;287;323;0;852;480
103439;0;39;330;287;323;0;852;481
103449;0;44;332;287;323;0;851;482
103459;0;39;330;287;323;0;851;482
103469;0;39;330;287;323;0;851;483
103479;0;39;330;287;323;0;851;484
103489;0;39;330;287;323;0;853;485
103499;0;38;331;287;323;0;851;487
103510;0;38;329;287;323;0;851;487
103519;0;38;330;288;323;0;851;486
103529;0;39;329;288;323;0;852;486
103539;0;39;329;288;323;1;852;485
103549;0;39;329;288;323;1;853;484
103559;0;39;329;288;323;1;853;486
103569;0;38;331;287;323;1;852;486
103579;0;39;331;286;323;2;852;487
103589;0;39;329;288;323;1;853;484
103599;0;40;330;288;323;1;854;485
103609;1;41;331;290;325;4;855;485
103619;0;39;331;286;323;2;853;485
103629;0;39;330;287;324;3;853;485
103639;0;39;331;287;324;3;853;485
103649;0;39;330;286;323;3;854;485
103659;1;41;331;289;325;5;854;485
103669;0;37;331;285;324;3;853;485
103680;0;37;331;285;323;3;853;485
103689;0;35;331;289;323;3;853;485
103699;0;40;330;288;324;5;854;486
103709;1;40;330;288;325;4;853;486
103719;0;39;329;288;324;3;853;485
103729;0;40;329;288;324;3;853;485
103739;0;40;330;288;324;3;853;485
103749;0;40;330;288;324;3;853;485
103759;0;40;331;289;323;2;853;485
103769;0;40;329;288;324;2;853;485
103779;0;40;330;288;324;2;853;485
103789;3;39;332;289;323;2;853;486
103799;2;39;332;289;324;2;853;485
103809;0;40;332;289;324;1;853;485
103819;0;40;330;288;324;1;853;485
103829;0;40;330;288;324;1;853;485
103839;0;40;330;288;324;0;853;485
103849;0;40;330;288;324;0;853;485
103859;0;40;330;288;324;0;853;485
103869;0;40;330;288;324;0;853;485
103879;0;40;335;289;324;0;852;485
103889;0;41;330;288;324;0;853;485
103899;0;40;330;288;324;0;853;485
103909;0;41;330;288;324;0;853;485
103919;1;42;332;290;326;1;855;484
103929;0;42;332;290;326;1;855;486
103939;3;40;330;290;323;0;853;485
103949;3;40;330;290;323;0;853;485
103959;3;40;330;289;325;0;853;485
103969;1;42;332;289;326;1;855;487
103980;1;42;332;289;326;1;855;487
103989;1;40;330;289;323;0;853;485
103999;1;40;330;289;323;0;853;486
104009;1;40;330;289;325;2;853;486
104019;0;41;330;288;324;0;853;486
104029;1;42;332;290;325;1;855;488
104039;1;40;330;289;323;0;853;486
104049;1;40;330;289;323;0;853;486
104059;1;39;330;289;325;0;853;486
104069;1;42;332;289;326;1;856;488
104079;1;42;332;289;326;1;855;488
104089;1;38;329;289;322;0;853;486
104099;1;38;329;289;321;0;853;486
104109;1;38;330;289;325;0;853;486
104119;1;40;330;289;322;0;853;486
104129;1;42;330;289;322;0;853;486
104139;1;44;329;289;323;0;853;486
104150;0;41;329;289;324;0;852;486
104159;0;41;329;289;326;0;852;486
104169;0;41;330;288;324;0;853;486
104179;0;41;330;288;324;0;853;486
104189;1;43;332;290;326;1;855;488
104199;1;43;332;290;326;1;855;488
104209;1;43;332;289;326;1;855;488
104219;1;45;330;290;325;0;852;486
104229;1;44;330;290;325;0;852;486
104239;0;41;330;290;325;0;852;486
104249;0;41;330;291;325;0;852;486
104259;0;41;330;291;325;0;853;486
104269;0;42;330;288;324;0;853;486
104279;0;41;330;288;324;0;853;486
104289;0;41;330;288;324;0;853;486
104299;0;41;331;288;324;0;853;487
104309;0;41;330;293;325;0;853;486
104320;0;42;330;288;324;0;853;486
104329;0;42;330;288;324;0;853;486
104339;0;42;330;288;324;0;854;486
104349;0;42;330;288;324;0;854;487
104359;1;44;331;289;326;1;855;488
104369;1;47;329;288;326;0;853;487
104379;1;47;328;287;326;0;853;487
104389;1;47;328;287;326;0;853;487
104399;1;44;331;289;326;1;856;489
104409;1;43;331;289;325;1;855;489
104419;1;45;327;287;325;0;853;486
104429;1;45;327;287;325;0;853;487
104439;0;42;328;288;324;0;854;487
104449;0;42;328;288;324;0;854;487
104459;0;41;328;287;324;0;854;488
104469;1;43;329;289;326;1;856;490
104479;1;42;329;289;325;1;856;490
104489;1;42;325;287;325;0;854;488
104499;1;42;324;287;325;0;855;489
104509;1;41;323;287;325;2;855;489
104519;1;41;328;289;325;1;857;491
104529;1;41;327;288;325;1;856;491
104539;1;41;321;286;325;0;854;489
104549;1;40;323;286;325;0;855;490
104559;1;40;325;286;325;2;854;490
104569;1;40;326;288;326;1;857;492
104579;1;40;326;289;326;1;856;492
104589;1;40;326;285;325;0;854;490
104599;1;41;326;286;325;1;855;490
104609;1;40;326;286;326;2;854;490
104620;1;40;326;288;326;0;857;492
104629;1;41;326;288;326;1;856;492
104639;1;40;326;286;326;1;854;490
104649;1;40;326;286;326;1;855;490
104659;1;41;327;286;326;0;856;487
104669;0;39;324;287;324;0;855;489
104679;0;40;324;287;328;1;854;489
104689;0;40;325;287;324;0;854;489
104699;0;39;324;287;324;0;854;488
104709;0;40;325;287;324;0;855;488
104719;0;41;326;289;326;1;857;490
104729;1;41;327;289;326;1;857;490
104739;1;41;328;286;329;2;854;488
104749;1;41;328;286;328;1;854;488
104759;1;42;328;286;326;0;852;488
104769;1;41;327;286;325;1;854;488
104779;1;41;327;286;324;2;854;488
104790;0;41;326;289;326;1;857;490
104799;1;41;326;289;326;1;856;490
104809;1;41;326;289;326;1;856;490
104819;1;41;327;286;324;2;854;488
104829;1;41;327;286;324;2;854;489
104839;1;40;326;288;326;1;857;490
104849;1;40;325;289;326;1;856;490
104859;1;40;325;288;325;1;856;490
104869;1;40;325;285;324;1;854;489
104879;1;40;325;285;323;1;854;489
104889;0;39;323;287;324;1;854;488
104899;0;39;323;287;323;0;853;489
104909;0;39;322;287;323;0;853;489
104919;0;38;322;287;324;0;855;489
104929;0;38;322;287;324;0;855;489
104939;1;40;325;284;324;0;853;490
104949;1;40;324;284;323;1;853;489
104960;1;40;324;284;323;0;853;490
104969;1;40;325;284;323;1;852;490
104979;1;40;323;288;325;1;856;491
104989;1;40;323;288;325;0;855;491
104999;0;39;323;287;324;0;855;490
105009;0;39;323;287;324;0;855;490
105019;0;39;323;287;324;0;855;490
105029;0;39;323;287;324;0;855;489
105039;0;40;323;287;324;0;855;489
105049;2;41;325;289;326;1;857;491
105059;2;41;325;289;326;1;857;491
105069;2;41;325;289;326;0;857;491
105079;1;41;325;290;324;1;855;489
105089;1;41;325;290;324;1;856;490
105099;1;41;325;289;326;0;857;492
105109;2;41;325;289;326;1;857;491
105119;2;41;325;289;326;1;857;490
105129;1;41;325;290;324;2;855;488
105139;1;41;326;290;324;1;855;489
105149;0;40;323;287;324;2;855;488
105159;0;40;323;287;324;4;855;488
105169;0;40;323;287;324;4;855;488
105179;0;40;323;288;324;0;855;488
105189;0;40;324;287;324;0;855;488
105199;2;41;325;290;324;0;855;489
105209;1;41;326;291;323;0;855;489
105219;0;40;323;287;324;0;856;489
105229;0;40;323;288;324;0;855;490
105239;0;40;323;288;324;0;856;490
105249;0;40;324;288;324;0;856;490
105260;0;40;324;288;324;0;856;490
105269;2;42;326;289;326;2;857;493
105279;3;42;326;289;326;2;857;493
105289;3;42;326;289;326;2;857;493
105299;4;42;325;289;326;2;858;493
105309;4;42;326;290;323;0;856;490
105319;0;40;324;288;324;1;856;490
105329;0;40;324;287;325;1;856;491
105339;0;40;324;288;324;2;856;492
105349;0;40;324;288;324;2;856;492
105359;0;40;324;288;324;3;856;492
105369;0;40;324;288;324;3;856;492
105379;1;42;326;290;326;5;858;494
105389;1;43;326;289;326;5;858;494
105399;2;42;325;289;326;5;858;494
105409;2;42;326;290;322;3;858;490
105419;2;42;326;290;323;3;858;491
105430;0;40;324;288;324;3;857;492
105439;0;40;324;288;324;1;857;492
105449;0;40;323;288;324;4;857;494
105459;0;40;323;288;325;5;856;494
105469;0;41;323;288;324;4;856;494
105479;0;40;323;288;324;4;857;495
105489;0;40;323;288;324;4;857;496
105499;0;40;322;288;324;4;857;496
105509;0;40;322;288;324;5;856;495
105519;0;40;322;288;324;4;856;495
105529;0;40;322;288;324;5;856;495
105539;0;40;323;288;324;4;856;495
105549;0;40;323;288;324;4;856;496
105559;0;41;323;288;324;4;856;495
105569;0;40;323;288;324;4;856;495
105579;0;41;323;288;324;4;856;495
105589;0;42;325;290;326;6;858;497
105600;0;43;325;289;326;6;858;497
105609;0;43;325;290;328;4;861;496
105619;0;43;326;290;328;4;859;496
105629;0;43;326;290;327;4;858;496
105639;0;43;324;290;326;6;858;497
105649;0;43;324;290;326;5;858;497
105659;0;43;326;290;327;3;856;496
105669;0;44;326;290;327;4;856;496
105679;0;44;326;290;327;4;856;496
105689;0;41;324;288;325;4;856;496
105699;0;41;324;288;324;4;856;496
105709;0;41;324;288;324;4;856;495
105719;0;41;324;288;324;4;856;495
105729;0;46;326;291;327;3;856;496
105739;2;41;324;288;324;4;856;496
105749;2;41;324;288;324;4;856;496
105759;0;41;324;288;324;4;856;495
105769;0;41;324;288;324;4;856;495
105779;0;41;324;288;325;3;856;495
105789;2;41;324;288;324;2;856;496
105799;2;41;324;288;324;2;856;496
105809;0;41;324;288;325;2;856;495
105819;0;41;324;288;325;2;856;495
105829;0;41;324;288;325;1;857;495
105839;0;41;324;288;325;1;856;495
105849;0;41;324;288;325;1;856;496
105859;2;41;325;288;325;1;857;497
105869;2;41;324;288;324;0;855;496
105879;0;41;324;288;324;0;855;495
105889;0;41;324;288;325;0;856;495
105900;0;41;324;288;325;0;856;494
105909;0;40;326;290;326;1;857;496
105919;0;40;327;290;326;1;857;495
105929;0;39;326;290;326;3;855;495
105939;0;39;327;290;326;3;855;494
105949;0;39;327;290;326;1;857;494
105959;0;39;327;290;326;1;856;493
105969;0;39;326;290;326;1;856;493
105979;0;39;327;290;326;2;854;493
