Hora,Tiempo,Derecha_S1,Derecha_S2,Derecha_S3,Derecha_S4,Derecha_S5,Derecha_S6,Derecha_S7,Derecha_S8
17:59:35.770507,1634390,1,421,283,419,0,157,912,646
17:59:35.778684,1634399,2,432,283,428,0,161,907,647
17:59:35.797643,1634409,1,442,283,436,0,162,907,646
17:59:35.797643,1634419,0,450,281,441,0,162,911,644
17:59:35.809282,1634429,1,459,281,446,0,166,907,641
17:59:35.812746,1634439,1,466,279,449,0,168,907,637
17:59:35.815092,1634449,1,472,278,453,0,171,906,632
17:59:35.817268,1634459,1,479,279,458,0,176,903,627
17:59:35.818266,1634469,2,482,278,463,0,182,900,619
17:59:35.818266,1634479,0,484,273,467,0,183,902,617
17:59:35.825718,1634489,0,487,266,471,0,185,900,612
17:59:35.828418,1634499,0,489,256,475,0,186,897,606
17:59:35.828837,1634509,0,492,246,478,0,189,895,600
17:59:35.833837,1634519,0,494,239,481,0,192,893,594
17:59:35.837427,1634529,0,496,233,484,0,193,890,589
17:59:35.841300,1634539,0,498,229,487,0,192,888,584
17:59:35.845819,1634549,0,500,225,491,0,190,885,580
17:59:35.848480,1634560,0,502,219,495,0,192,882,574
17:59:35.852105,1634569,0,505,210,499,0,192,878,567
17:59:35.852105,1634579,0,507,200,505,0,196,874,560
17:59:35.859355,1634589,0,510,188,510,0,200,869,553
17:59:35.861517,1634599,0,513,173,515,0,204,862,544
17:59:35.864975,1634609,0,517,156,522,0,207,854,536
17:59:35.867626,1634619,0,521,138,528,0,210,844,526
17:59:35.871622,1634629,0,524,120,534,0,213,835,516
17:59:35.875585,1634639,0,528,101,539,0,215,822,504
17:59:35.879060,1634649,0,532,83,544,0,215,801,491
17:59:35.880840,1634659,3,535,64,551,0,218,775,475
17:59:35.883999,1634669,13,538,48,557,0,219,747,457
17:59:35.885064,1634679,28,542,36,564,0,221,708,434
17:59:35.891049,1634689,48,545,27,570,0,226,669,409
17:59:35.892717,1634699,69,549,20,576,0,229,630,380
17:59:35.898267,1634709,90,553,16,580,0,231,589,349
17:59:35.900737,1634719,113,556,12,585,0,233,538,319
17:59:35.904946,1634729,134,560,9,591,0,234,481,284
17:59:35.909153,1634739,155,563,7,597,0,233,429,249
17:59:35.910862,1634749,173,565,6,601,0,231,376,213
17:59:35.915859,1634759,190,567,4,608,0,227,314,179
17:59:35.918308,1634769,204,569,3,615,0,223,263,148
17:59:35.918308,1634779,218,570,2,619,0,214,224,121
17:59:35.924714,1634789,230,572,2,623,0,201,195,96
17:59:35.927683,1634799,242,572,1,628,0,182,167,74
17:59:35.930863,1634809,253,571,1,630,0,155,140,57
17:59:35.934441,1634819,264,569,1,633,0,133,114,44
17:59:35.934441,1634829,275,566,1,633,0,111,94,33
17:59:35.940401,1634839,285,560,0,631,0,95,73,25
17:59:35.943187,1634849,297,552,0,628,0,81,56,19
17:59:35.947202,1634860,310,541,0,620,0,62,43,14
17:59:35.950638,1634869,320,526,0,605,0,47,33,12
17:59:35.950638,1634879,325,510,0,583,0,36,25,9
17:59:35.956669,1634889,324,491,0,557,0,27,20,7
17:59:35.960440,1634899,317,472,0,521,0,20,15,5
17:59:35.964211,1634909,303,449,0,467,0,16,12,4
17:59:35.967330,1634919,272,421,0,409,0,12,9,3
17:59:35.971062,1634929,223,390,0,347,0,9,7,2
17:59:35.976211,1634939,166,352,0,283,0,7,5,2
17:59:35.980298,1634949,126,306,0,222,0,5,5,1
17:59:35.983365,1634959,98,257,0,171,0,4,4,1
17:59:35.985447,1634969,75,201,0,129,0,3,3,1
17:59:35.988926,1634979,56,149,0,97,0,2,2,1
17:59:35.993831,1634989,42,111,0,72,0,1,8,0
17:59:35.997469,1634999,31,82,0,54,0,1,33,0
17:59:35.999689,1635009,23,62,0,41,0,1,53,3
17:59:36.002081,1635019,17,46,0,31,0,0,70,5
17:59:36.004939,1635030,13,34,0,23,0,0,89,6
17:59:36.008931,1635039,9,26,0,18,0,0,102,7
17:59:36.012223,1635049,7,20,0,14,0,0,111,6
17:59:36.014259,1635059,5,15,0,10,0,0,120,7
