Tiempo;Derecha_S1;Derecha_S2;Derecha_S3;Derecha_S4;Derecha_S5;Derecha_S6;Derecha_S7;Derecha_S8
708939;64;50;294;222;252;53;857;473
708950;65;50;294;223;253;53;855;471
708959;66;51;296;224;254;53;854;469
708969;68;52;297;225;254;51;853;468
708979;69;51;302;227;256;49;855;467
708989;71;54;300;226;256;43;851;463
708999;72;56;301;226;257;39;851;460
709009;74;55;302;227;258;34;849;456
709019;75;55;304;228;259;30;849;454
709029;75;58;305;229;260;28;850;452
709039;75;58;306;230;260;25;850;450
709049;77;58;308;231;262;22;849;446
709059;77;59;309;231;263;20;848;440
709069;78;59;310;231;264;17;847;434
709079;79;60;317;234;266;16;848;430
709089;80;61;314;233;265;13;845;422
709099;82;61;316;234;266;11;842;413
709109;84;62;320;235;268;8;839;399
709120;86;64;326;236;270;6;835;382
709129;89;65;335;238;272;6;834;367
709139;92;67;341;239;274;5;831;350
709149;95;69;348;238;274;2;829;332
709159;98;72;356;241;275;1;830;315
709169;100;76;364;242;276;1;829;298
709179;103;81;374;245;279;2;829;282
709189;107;87;382;247;281;2;823;262
709199;111;92;387;248;280;0;822;246
709209;115;97;395;250;281;0;817;228
709219;120;102;403;252;283;0;811;210
709229;124;106;413;256;285;1;811;191
709239;128;110;416;255;285;0;805;170
709249;131;112;422;256;286;0;804;147
709259;135;116;426;258;287;0;802;124
709269;136;113;430;259;288;0;803;110
709279;139;116;433;262;291;1;806;102
709289;141;116;436;262;292;1;806;97
709299;143;116;438;263;293;1;809;94
709309;144;116;440;264;294;1;814;98
709319;144;115;442;265;295;1;821;108
709329;144;116;443;264;292;0;827;120
709339;142;111;444;265;293;0;832;136
709349;139;107;445;266;293;0;837;152
709359;137;103;445;266;293;0;840;170
709369;133;98;444;267;293;0;843;188
709379;130;93;443;268;292;0;844;206
709389;125;88;441;270;295;1;846;223
709399;121;84;440;269;293;0;844;239
709409;117;80;439;269;294;0;845;253
709420;113;77;437;270;294;0;843;267
709429;109;74;434;270;295;0;844;278
709439;105;73;433;271;296;0;843;288
709449;102;71;431;271;297;0;844;297
709459;99;71;430;271;297;0;844;306
709469;96;71;429;274;300;1;848;312
709479;96;72;429;272;299;0;844;314
709489;95;74;429;273;300;0;844;315
709499;96;76;430;274;300;0;843;316
709509;97;79;430;274;300;0;843;315
709519;98;82;430;275;301;0;843;314
709529;99;85;432;276;301;0;842;310
709539;102;89;433;281;303;1;844;308
709549;105;93;435;278;301;0;839;301
709559;108;96;437;279;302;0;838;297
709569;111;99;438;279;303;0;836;291
709579;114;102;439;280;304;0;835;284
709590;116;104;440;285;307;1;836;278
709599;118;105;441;286;308;1;832;266
709609;121;105;443;281;306;0;826;257
709619;123;104;443;281;306;0;823;246
709629;125;102;443;281;306;0;818;234
709639;129;102;445;282;306;0;814;219
709649;129;99;442;282;305;0;806;199
709659;131;98;440;281;304;0;796;176
709669;132;95;438;281;303;0;785;148
709679;134;92;436;280;302;0;773;116
709689;135;88;433;280;299;0;761;90
709699;137;84;430;280;297;0;746;80
709709;137;79;425;280;295;0;727;83
709719;137;73;419;279;292;0;718;85
709729;136;67;411;278;289;0;710;81
709739;133;63;402;277;286;0;704;73
709749;130;58;391;275;281;0;698;67
709760;128;54;381;275;279;1;700;64
709769;124;50;368;271;274;0;694;54
709779;121;47;358;269;272;1;696;50
709789;117;43;347;267;264;0;692;43
709799;114;40;336;265;257;0;690;40
709809;112;37;324;264;253;0;697;38
709819;109;33;311;261;254;1;704;40
709829;105;30;297;258;252;0;704;36
709839;103;27;282;254;249;0;709;34
709849;101;21;269;248;245;0;716;35
709859;97;16;254;238;239;0;719;34
709869;93;14;242;228;231;0;722;32
709879;86;10;232;218;222;0;725;31
709889;78;8;230;211;215;0;728;31
709899;69;7;237;201;209;0;730;29
709909;55;4;236;191;204;0;730;28
709919;40;3;233;173;198;0;728;27
709929;30;2;228;152;192;0;727;27
709939;22;2;220;124;181;0;726;27
709949;17;3;213;99;172;0;729;27
709959;13;2;205;80;162;0;730;27
709969;8;0;200;66;157;0;732;27
709979;6;0;196;53;153;0;730;26
709989;5;1;190;48;151;0;705;26
709999;4;0;188;57;166;0;711;44
710009;3;1;191;64;184;1;748;87
710019;2;0;198;67;197;1;771;148
710029;1;0;206;74;209;1;791;215
710039;1;1;214;84;217;1;804;275
710049;3;8;222;97;218;0;808;318
710060;6;17;231;106;221;0;810;353
710069;12;24;240;113;226;1;814;379
710079;20;29;248;121;226;1;816;396
710089;30;33;255;130;223;0;814;404
710099;39;37;261;137;224;0;815;409
710109;48;40;266;143;226;0;819;411
710119;54;42;270;150;233;1;825;412
710129;59;43;272;159;229;0;822;411
710139;65;44;275;168;232;0;826;415
710149;66;44;276;175;234;0;830;423
710159;69;44;278;182;234;0;836;432
710169;70;45;280;188;237;1;845;447
710179;72;46;282;192;236;0;850;461
710189;73;47;283;195;239;1;856;479
710199;75;49;285;198;237;0;857;491
710209;75;52;286;201;238;0;858;501
710219;77;53;288;204;238;0;858;508
710230;76;54;289;207;238;0;858;513
710239;75;54;291;210;238;0;855;516
710249;72;55;293;213;241;1;858;517
710259;69;55;295;214;242;1;855;516
710269;68;55;296;216;242;0;852;512
710279;64;56;298;218;243;0;850;510
710289;63;55;300;219;245;0;849;507
710299;65;55;303;221;247;0;847;505
710309;64;57;305;223;248;1;849;504
710319;61;60;308;225;249;2;847;500
710329;62;62;311;226;252;0;845;495
710339;60;65;315;228;255;0;846;492
710349;55;67;320;230;258;0;847;490
710359;47;70;326;232;261;0;848;488
710369;40;75;333;232;263;0;849;488
710379;32;80;339;233;265;2;852;491
710389;25;86;345;233;267;0;849;488
710400;18;89;351;232;268;0;849;487
710409;14;92;357;230;269;0;849;485
710419;10;95;362;227;270;0;850;484
710429;7;97;366;223;270;2;854;485
710439;6;100;371;220;270;2;853;484
710449;4;102;375;216;272;1;852;482
710459;3;104;379;212;273;2;854;482
710469;2;106;382;209;273;3;853;482
710479;3;109;386;206;272;4;854;482
710489;2;108;387;199;274;5;854;481
710499;1;109;389;194;274;6;854;481
710509;1;109;391;190;274;8;854;481
710519;0;110;392;187;274;9;855;482
710529;0;110;393;181;274;9;856;482
710539;0;109;394;176;274;10;855;482
710549;0;108;395;172;273;11;856;482
710559;0;107;395;168;273;14;857;484
710569;0;107;395;165;272;20;859;488
710579;0;107;395;162;271;19;857;487
710589;1;106;394;161;271;22;858;488
710599;0;109;394;161;271;23;857;487
710609;0;109;395;161;271;24;856;486
710619;0;111;395;163;272;23;853;482
710629;0;111;395;164;273;21;851;478
710639;1;113;396;166;274;22;849;474
710649;0;111;397;168;276;16;842;463
710659;0;109;398;173;276;15;836;451
710669;0;105;398;178;275;12;833;435
710679;0;100;397;184;273;9;830;418
710689;0;96;397;192;272;8;831;404
710700;0;92;397;199;269;7;829;388
710709;0;89;397;205;269;5;828;372
710719;0;86;398;210;269;4;827;356
710729;0;86;400;214;270;3;827;340
710739;1;87;403;218;273;1;823;321
710749;0;87;404;220;270;1;822;305
710759;0;91;407;223;272;0;821;288
710769;0;96;411;226;272;0;818;272
710779;3;102;416;228;274;0;816;254
710789;11;109;422;232;278;0;811;234
710799;18;112;425;232;275;0;807;215
710809;28;117;429;235;276;0;807;199
710819;41;127;432;237;277;0;808;182
710829;51;134;437;239;278;0;811;166
710839;60;146;441;240;279;0;807;150
710849;70;156;446;242;280;0;808;139
710859;79;170;449;244;280;0;807;129
710870;87;182;453;247;281;0;810;124
710879;94;189;457;250;283;0;816;123
710889;97;196;459;252;284;0;823;125
710899;100;204;462;254;285;0;829;132
710909;102;208;463;256;286;0;834;141
710919;103;210;465;257;287;0;834;150
710929;105;213;466;258;288;0;838;163
710939;105;213;467;260;290;0;844;181
710949;104;213;468;262;292;0;846;197
710959;103;212;468;263;293;0;843;212
710969;100;209;468;264;294;0;844;228
710979;98;207;467;265;294;0;845;244
710989;94;202;467;266;295;0;844;260
710999;91;196;465;267;295;0;845;275
711009;89;189;464;268;295;0;846;292
711019;89;183;461;269;295;0;846;308
711029;85;173;460;269;295;0;845;323
711040;84;165;458;270;296;0;846;339
711049;84;159;458;272;299;0;846;350
711059;82;149;454;271;298;0;845;362
711069;82;139;453;271;299;1;844;371
711079;86;131;449;271;299;3;843;378
711089;81;119;446;271;300;4;846;386
711099;81;113;446;272;301;3;841;389
711109;79;106;438;271;300;8;842;394
711119;78;100;435;271;300;9;841;398
711129;78;96;430;272;301;11;844;403
711139;77;93;424;272;300;13;842;406
711149;75;89;419;272;300;13;840;408
711159;71;85;411;271;298;13;840;412
711169;68;82;404;271;298;13;840;413
711179;64;79;396;270;296;13;839;415
711189;60;77;387;269;295;12;840;418
711199;56;75;377;268;294;10;838;417
711209;53;74;367;266;292;8;837;417
711219;50;71;358;264;290;6;836;416
711229;48;68;348;263;288;4;836;415
711239;47;65;341;261;286;3;835;411
711249;45;63;334;259;284;2;831;401
711259;44;60;326;257;282;2;830;390
711269;42;59;319;255;279;1;819;369
711279;42;56;310;253;275;0;815;350
711289;43;55;303;251;272;0;811;328
711299;41;55;294;247;268;0;804;308
711309;42;55;286;244;262;0;800;291
711319;43;52;280;240;257;0;793;272
711329;41;51;272;237;253;0;785;249
711340;39;48;267;233;249;0;775;226
711349;35;45;266;228;244;0;765;198
711359;38;41;261;227;243;4;749;167
711369;32;38;254;221;238;0;736;131
711379;32;34;252;216;235;0;722;100
711389;28;28;248;211;231;0;706;76
711399;27;21;245;206;228;0;691;58
711409;27;19;244;200;227;3;679;47
711419;25;15;241;191;223;0;674;56
711429;24;12;240;183;220;0;676;61
711439;25;11;238;172;218;0;682;59
711449;26;9;234;164;215;0;687;56
711459;25;8;230;156;212;0;695;53
711469;24;9;229;146;211;0;698;49
711479;24;7;223;135;208;0;699;46
711489;23;7;217;121;204;0;702;43
711499;22;6;208;105;199;0;702;40
711510;20;2;195;85;189;0;701;40
711519;18;1;185;67;182;0;701;38
711529;18;1;179;54;176;0;696;35
711539;19;0;174;44;173;0;700;35
711549;18;0;171;36;172;0;701;34
711559;18;0;169;31;171;0;702;33
711569;19;0;167;27;171;0;700;33
711579;18;4;167;23;172;0;700;32
711589;19;0;166;23;173;0;703;32
711599;18;0;165;21;174;0;704;31
711609;18;0;166;20;173;0;700;30
711619;19;1;167;21;174;1;686;28
711629;16;0;165;21;171;0;677;37
711639;16;0;166;25;169;0;679;50
711649;16;0;170;37;171;0;703;85
711659;18;0;176;51;175;0;734;126
711669;19;0;183;64;178;0;760;170
711680;21;0;191;78;181;0;777;217
711689;23;3;200;91;186;0;790;261
711699;26;8;207;103;191;0;800;302
711709;28;14;212;113;195;0;807;342
711719;29;19;216;121;200;0;814;375
711729;29;24;221;128;203;0;821;400
711739;30;29;226;135;206;1;827;417
711749;25;30;230;137;205;0;829;433
711759;24;31;233;143;207;0;832;447
711769;23;33;235;144;210;0;836;459
711779;21;34;239;146;212;0;841;470
711789;20;34;241;148;214;0;846;479
711799;19;34;243;150;216;0;849;488
711809;19;35;244;153;218;0;852;497
711819;19;36;246;155;220;0;853;505
711829;19;36;248;157;222;0;856;512
711839;16;35;251;157;223;0;856;518
711849;20;39;252;160;225;0;856;523
711859;23;41;253;162;227;0;856;527
711869;28;42;254;162;228;0;856;529
711879;34;43;256;163;229;0;858;532
711889;44;45;257;164;230;0;857;533
711899;53;46;259;165;230;0;856;535
711909;66;44;262;167;229;0;855;535
711919;76;46;264;167;229;0;855;535
711929;85;48;266;167;229;0;854;534
711939;90;48;266;165;231;0;855;534
711949;96;47;267;165;230;2;854;533
711959;103;46;271;168;230;5;852;532
711969;99;47;271;168;232;11;852;530
711980;94;47;272;169;234;22;852;529
711989;86;47;273;171;235;35;853;529
711999;77;48;274;174;236;47;851;528
712009;65;48;277;175;235;59;850;527
712019;54;49;276;175;237;70;851;526
712029;46;49;276;176;238;80;851;525
712039;44;49;280;178;239;89;850;525
712049;36;52;279;179;243;97;852;523
712059;32;50;278;178;243;102;850;524
712069;31;52;279;179;243;108;849;524
712079;31;52;279;181;243;112;849;525
712089;31;53;280;183;243;116;849;524
712099;31;55;281;185;244;118;848;524
712109;33;55;282;187;245;121;848;523
712119;38;55;283;191;244;122;845;522
712129;39;55;284;195;245;122;844;520
712139;39;56;286;197;246;122;843;517
712150;39;57;288;200;247;122;842;514
712159;36;59;290;202;248;121;843;513
712169;35;60;292;205;250;120;844;511
712179;36;61;294;207;251;121;846;511
712189;37;63;296;209;251;121;848;511
712199;38;64;298;211;252;122;849;511
712209;39;64;300;213;253;123;851;512
712219;41;64;302;215;253;126;852;513
712229;43;64;304;216;254;129;853;514
712239;44;65;305;218;254;131;853;514
712249;46;66;307;220;256;134;854;513
712259;48;66;308;221;256;136;853;512
712269;49;65;309;222;257;138;853;511
712279;50;66;310;223;257;140;854;510
712289;51;66;310;224;258;142;853;508
712299;52;66;311;225;259;144;854;508
712309;55;67;313;227;262;148;856;508
712320;56;67;314;227;263;150;855;508
712329;57;66;315;228;264;153;855;507
712339;58;61;313;228;265;153;854;505
712349;60;60;313;229;266;155;854;505
712359;60;65;316;230;266;158;855;506
712369;61;65;316;230;267;157;854;506
712379;63;64;314;231;268;154;852;503
712389;62;64;315;231;267;153;852;502
712399;62;64;316;232;268;150;852;502
712409;65;65;318;233;269;147;853;502
712419;66;66;319;234;269;143;851;500
712429;67;66;320;234;269;139;851;498
712439;68;65;320;234;268;133;850;495
712449;68;66;321;235;268;128;850;494
712459;71;70;322;237;271;121;850;493
712469;70;67;323;236;269;117;850;492
712479;71;67;324;236;270;111;851;491
712489;72;66;325;237;271;105;850;490
712499;73;66;325;237;271;98;850;490
712509;74;67;326;237;272;91;849;487
712519;74;67;326;237;272;85;848;486
712529;75;67;327;238;273;77;848;483
712539;75;68;327;238;273;69;848;481
712549;77;69;330;240;275;64;851;482
712559;79;72;328;241;275;56;848;479
712569;78;69;329;238;274;52;848;479
712579;78;70;328;239;275;50;849;480
712589;78;70;329;239;275;49;849;480
712599;79;72;330;241;277;50;851;481
712609;78;73;326;243;277;48;849;478
712620;74;69;326;240;275;49;849;478
712629;72;68;326;240;275;50;850;477
712639;70;66;325;241;276;51;851;477
712649;69;65;324;241;276;52;851;478
712659;66;64;322;241;276;54;852;479
712669;64;67;320;241;278;57;852;480
712679;60;61;319;241;276;62;853;482
712689;58;60;320;243;277;68;857;486
712699;56;59;314;240;276;74;855;486
712709;53;59;313;240;276;82;855;488
712719;50;57;310;239;276;90;857;491
712729;48;55;308;239;275;97;858;494
712739;43;53;308;239;274;103;858;496
712749;41;54;305;238;273;109;858;499
712759;39;54;303;238;273;114;860;501
712769;38;54;301;238;272;120;860;504
712779;37;55;300;237;272;124;860;505
712790;37;56;299;237;272;128;860;507
712799;37;57;298;236;271;131;859;508
712809;40;59;299;237;273;134;861;511
712819;40;60;299;237;272;135;860;511
712829;41;59;298;234;270;134;859;510
712839;43;60;298;234;269;133;858;511
712849;45;62;298;234;268;132;858;512
712859;47;62;298;233;268;128;856;512
712869;49;63;299;233;267;123;855;513
712879;51;65;299;233;267;117;855;512
712889;54;67;298;232;268;111;854;513
712899;55;66;299;232;266;103;854;512
712909;58;69;301;234;268;97;855;513
712919;60;69;302;234;267;88;854;512
712929;60;68;300;232;265;76;851;508
712939;61;68;300;232;265;64;850;507
712949;64;70;302;233;267;55;850;507
712960;64;70;304;230;267;45;845;502
712969;64;70;304;232;267;39;843;499
712979;64;70;304;230;267;31;841;494
712989;65;70;304;232;267;25;839;488
712999;65;69;303;234;267;21;842;485
713009;65;68;302;232;265;16;838;478
713019;66;68;302;232;266;13;837;474
713029;66;69;302;233;266;10;837;470
713039;67;69;302;233;266;7;837;466
713049;70;70;304;235;268;7;840;465
713059;69;69;303;234;267;4;838;460
713069;72;70;306;233;270;5;839;458
713079;71;69;303;234;267;2;840;456
713089;71;69;303;234;268;2;841;455
713099;72;68;304;234;268;1;842;453
713109;73;68;303;234;268;1;843;453
713119;75;68;305;237;270;2;845;454
713129;74;67;303;234;268;0;844;452
713139;74;67;303;234;268;0;844;452
713149;74;66;303;234;268;0;845;452
713159;74;67;303;235;268;0;847;453
713169;74;67;303;234;268;0;848;456
713179;74;67;303;234;268;0;847;457
713189;74;67;302;234;268;0;847;458
713199;74;66;302;234;268;0;847;459
713209;74;67;302;234;268;0;848;460
713219;75;67;302;234;268;0;849;461
713229;74;67;302;234;267;0;849;463
713239;75;68;302;234;267;0;850;463
713249;75;67;302;234;267;0;850;464
713260;76;67;303;235;268;1;853;466
713269;76;66;302;235;268;1;851;466
713279;74;64;300;233;266;0;850;464
713289;74;63;299;232;266;0;850;464
713299;74;63;299;232;265;0;851;465
713309;76;64;300;233;266;1;853;466
713319;75;63;300;232;266;1;851;466
713329;73;61;298;231;264;0;849;464
713339;73;61;298;231;264;0;849;464
713349;74;61;298;230;263;0;850;464
713359;76;63;300;228;262;0;849;464
713369;77;63;299;227;262;1;847;463
713379;77;62;299;232;264;1;851;464
713389;77;62;299;232;263;1;850;463
713399;77;62;298;229;261;1;848;460
713409;78;62;298;230;260;1;848;460
713419;78;63;299;232;261;1;848;460
713430;78;63;298;231;263;1;850;463
713439;76;61;296;230;262;0;848;462
713449;77;61;296;230;262;0;848;462
713459;77;61;296;230;262;0;848;463
713469;77;61;296;229;262;0;849;463
713479;80;62;298;232;264;0;851;466
713489;78;61;296;230;262;0;849;464
713499;78;61;296;230;263;0;850;465
713509;78;61;296;230;263;0;851;466
713519;78;61;296;230;263;0;851;467
713529;80;62;298;233;262;2;851;467
713539;78;61;296;230;263;0;850;467
713549;78;61;296;230;263;0;850;467
713559;78;61;296;230;263;0;850;467
713569;78;61;296;230;262;0;850;467
713579;78;61;296;230;263;0;851;467
713589;81;63;298;232;264;1;853;469
713600;79;62;296;230;262;0;850;467
713609;80;62;296;230;263;0;851;467
713619;80;63;297;230;262;0;851;467
713629;80;62;297;230;262;0;851;467
713639;82;64;298;232;264;1;854;470
713649;80;62;296;230;263;0;852;468
713659;79;61;296;230;263;0;852;469
713669;80;61;296;230;263;0;852;469
713679;79;61;297;230;264;0;853;470
713689;78;61;296;230;264;0;854;471
713699;79;61;297;232;264;0;854;472
713709;78;62;297;231;265;0;854;472
713719;76;60;296;230;264;0;853;472
713729;76;60;296;231;264;0;853;473
713739;78;62;298;232;266;1;854;475
713749;78;61;298;232;266;1;853;475
713759;74;60;296;231;264;0;852;474
713769;74;60;296;231;264;0;852;474
713779;79;61;298;232;266;1;854;476
713789;79;61;298;232;262;0;852;473
713799;77;61;298;232;262;0;853;476
713809;76;60;298;233;263;0;853;476
713819;75;60;298;232;263;0;853;474
713829;74;59;296;230;264;0;852;475
713839;73;58;296;231;265;0;853;476
713849;75;60;298;232;266;1;855;479
713859;74;60;297;232;266;1;854;479
713869;74;59;297;232;261;0;853;475
713879;72;57;295;231;264;0;853;477
713889;71;57;295;231;264;0;853;478
713900;71;58;297;233;266;1;855;480
713909;70;56;295;230;264;0;853;479
713919;69;56;295;231;265;0;854;479
713929;69;56;295;231;264;0;854;480
713939;68;56;294;231;264;0;855;481
713949;68;56;296;233;267;0;855;482
713959;67;55;294;231;264;0;855;483
713969;67;54;293;231;264;0;855;483
713979;67;54;293;231;264;0;855;484
713989;66;54;293;231;264;0;855;485
713999;65;56;294;233;267;0;856;486
714009;65;56;294;233;267;0;856;487
714019;65;56;294;233;267;0;856;487
714029;65;56;294;233;267;0;857;488
714039;65;57;294;232;266;1;857;489
714049;65;56;294;232;265;1;856;489
714059;65;56;294;233;267;0;857;489
714070;67;54;292;231;264;0;854;488
714079;67;54;292;231;264;0;855;489
714089;67;55;293;231;264;0;855;489
714099;67;54;292;231;265;0;855;490
714109;65;57;295;233;267;1;857;492
714119;68;55;293;231;265;0;855;490
714129;69;54;293;231;265;0;856;490
714139;68;55;293;231;266;0;855;490
714149;69;55;293;231;265;0;855;490
714159;68;55;293;231;265;0;859;490
714169;69;55;294;232;266;0;854;488
714179;70;56;293;232;266;0;854;488
714189;71;56;294;232;266;0;854;487
714199;72;56;294;232;266;0;854;486
714209;71;59;296;234;268;1;855;487
714219;72;60;296;234;268;0;856;485
714229;73;56;295;232;266;0;854;483
714240;74;57;295;233;266;0;854;482
714249;72;60;298;235;268;1;856;483
714259;75;57;296;233;267;0;853;480
714269;75;58;297;234;267;0;853;479
714279;76;57;297;234;267;0;854;479
714289;76;57;297;234;267;0;853;479
714299;76;58;298;234;267;0;853;478
714309;76;58;298;235;268;0;854;478
714319;76;60;300;236;270;1;856;481
714329;76;60;301;236;270;1;855;480
714339;76;60;301;237;270;1;855;479
714349;77;59;299;235;268;0;854;478
714359;78;59;299;235;268;0;854;478
714369;78;61;302;237;270;1;856;479
714379;78;59;299;236;268;0;854;478
714389;79;60;300;236;268;0;854;477
714399;80;61;302;238;270;0;856;479
714409;79;61;302;239;271;0;855;479
714419;82;60;301;236;269;0;855;479
714429;79;60;301;236;270;0;854;478
714439;79;60;302;237;270;0;855;479
714449;79;60;302;236;270;0;855;480
714459;79;60;302;236;271;0;855;480
714469;79;60;302;236;271;0;855;481
714479;80;60;302;236;271;0;855;481
714489;79;60;303;237;271;0;856;481
714499;80;61;303;237;272;0;855;482
714509;80;59;305;238;273;1;858;485
714519;79;61;303;237;272;0;856;483
714529;79;62;303;237;272;0;856;483
714540;79;62;303;237;272;0;856;484
714549;78;61;303;237;272;0;856;484
