Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
728239,0,0,0,18,0,0,0,0
728249,1,1,1,20,0,0,0,0
728259,0,0,0,18,0,0,0,0
728269,0,0,0,17,0,0,0,0
728279,0,0,0,18,0,0,0,0
728289,0,0,0,17,0,0,0,0
728299,0,0,0,17,0,0,0,0
728309,0,0,0,17,0,0,0,0
728320,1,1,1,19,1,1,1,1
728329,0,0,0,17,0,0,0,0
728339,0,0,0,17,0,0,0,0
728349,0,0,0,17,0,0,0,0
728359,0,0,0,18,0,0,0,0
728369,0,0,0,17,0,0,0,0
728379,0,0,0,17,0,0,0,0
728389,1,0,1,19,1,0,0,1
728399,0,0,0,17,0,0,0,0
728409,0,0,0,17,0,0,0,0
728419,1,1,3,16,1,0,0,0
728429,1,1,3,16,1,1,0,0
728439,1,1,3,16,1,3,0,0
728449,1,1,2,16,2,3,0,0
728459,1,0,0,19,1,0,1,1
728469,0,0,0,17,0,0,0,0
728479,0,0,0,17,0,0,0,0
728489,0,0,0,17,0,0,0,0
728499,0,0,0,17,0,0,0,0
728509,0,0,0,17,0,0,0,0
728519,0,0,0,17,0,0,0,0
728529,1,1,0,19,1,1,1,1
728539,0,1,0,19,1,1,0,0
728549,1,0,0,19,1,1,1,0
728559,0,0,0,18,0,0,0,0
728569,0,0,0,17,0,0,0,0
728579,0,0,0,18,0,0,0,0
728589,0,0,0,18,0,0,0,0
728599,0,0,0,19,1,1,0,0
728609,0,0,0,18,0,0,0,0
728620,0,0,0,19,0,0,0,0
728629,0,0,0,18,0,0,0,0
728639,0,0,0,18,0,0,0,0
728649,0,0,0,18,0,0,0,0
728659,0,0,0,18,0,0,0,0
728669,1,0,0,20,1,1,1,1
728679,0,0,0,18,0,0,0,0
728689,0,0,0,18,0,0,0,0
728699,0,0,0,18,0,0,0,0
728709,0,0,0,18,0,0,0,0
728719,0,0,0,18,0,0,0,0
728729,0,0,0,18,0,0,0,0
728739,0,0,0,18,0,0,0,0
728749,0,0,0,19,0,0,0,0
728759,0,0,0,18,0,0,0,0
728769,0,0,0,18,0,0,0,0
728779,0,0,0,18,0,0,0,0
728790,1,1,1,16,0,1,2,0
728799,0,0,0,18,0,0,0,0
728809,0,0,0,18,0,0,0,0
728819,0,0,0,19,0,0,0,0
728829,0,0,0,19,0,0,0,0
728839,0,0,0,18,0,0,0,0
728849,0,0,0,18,0,0,0,0
728859,0,0,0,18,0,0,0,0
728869,0,0,0,18,0,0,0,0
728879,0,0,0,18,0,0,0,0
728889,0,0,0,18,0,0,0,0
728899,0,0,0,18,0,0,0,0
728909,0,0,0,18,0,0,0,0
728919,0,0,0,18,0,0,0,0
728929,0,0,0,18,0,0,0,0
728939,0,0,0,18,0,0,0,0
728949,0,0,0,19,0,0,0,0
728960,0,0,0,18,0,0,0,0
728969,1,1,1,24,0,3,0,0
728979,0,0,0,18,0,0,0,0
728989,0,0,0,18,0,0,0,0
728999,0,0,0,18,0,0,0,0
729009,0,0,0,19,0,0,0,0
729019,0,0,0,18,0,0,0,0
729029,0,0,0,19,0,0,0,0
729039,0,0,0,19,0,0,0,0
729049,3,0,0,23,0,0,0,1
729059,0,0,0,19,0,0,0,0
729069,0,0,0,19,0,0,0,0
729079,0,0,0,19,0,0,0,0
729089,0,0,0,18,0,0,0,0
729099,0,0,0,19,0,0,0,0
729109,1,0,0,20,0,0,0,0
729119,0,0,0,20,0,0,0,0
729129,0,0,0,20,0,0,0,0
729139,0,0,0,19,0,0,0,0
729149,0,0,0,19,0,0,0,0
729159,0,0,0,19,0,0,0,0
729169,0,0,0,19,0,0,0,0
729179,0,0,0,19,0,0,0,0
729189,0,0,0,19,0,0,0,0
729199,0,0,0,19,0,0,0,0
729209,0,0,0,19,0,0,0,0
729219,0,0,0,19,0,0,0,0
729229,0,0,0,19,0,0,0,0
729239,0,0,0,19,0,0,0,0
729249,0,0,0,19,0,0,0,0
729260,0,0,0,19,0,0,0,0
729269,0,0,0,19,0,0,0,0
729279,0,0,0,19,0,0,0,0
729289,0,0,0,19,0,0,0,0
729299,0,0,0,19,0,0,0,0
729309,0,0,0,19,0,0,0,0
729319,0,0,0,19,0,0,0,0
729329,0,0,0,19,0,0,0,0
729339,0,0,0,19,0,0,0,0
729349,0,0,0,19,0,0,0,0
729359,0,0,0,19,0,0,0,0
729369,0,0,0,19,0,0,0,0
729379,0,1,0,20,1,1,0,0
