Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
766369,170,0,0,0,0,0,0,0
766380,170,0,0,0,0,0,0,0
766389,169,0,0,0,0,0,0,0
766399,170,0,0,0,0,0,0,0
766409,170,0,0,0,0,0,0,0
766419,169,0,0,0,0,0,0,0
766429,169,0,0,0,0,0,0,0
766439,169,0,0,0,0,0,0,0
766449,170,0,0,0,0,0,0,0
766459,169,0,0,0,0,0,0,0
766469,169,0,0,0,0,0,0,0
766479,169,0,0,0,0,0,0,0
766489,170,0,0,0,0,0,0,0
766499,169,0,0,0,0,0,0,0
766509,169,0,0,0,0,0,0,0
766519,170,0,0,0,0,0,0,0
766529,170,0,0,0,0,0,0,0
766539,170,0,0,0,0,0,0,0
766550,170,0,0,0,0,0,0,0
766559,170,0,0,0,0,0,0,0
766569,170,0,0,0,0,0,0,0
766579,170,0,0,0,0,0,0,0
766589,170,0,0,0,0,0,0,0
766599,170,0,0,0,0,0,0,0
766609,171,0,0,0,0,0,0,0
766619,170,0,0,0,0,0,0,0
766629,170,0,0,0,0,0,0,0
766639,170,0,0,0,0,0,0,0
766649,170,0,0,0,0,0,0,0
766659,171,0,0,0,0,0,0,0
766669,170,0,0,0,0,0,0,0
766679,171,0,0,0,0,0,0,0
766689,170,0,0,0,0,0,0,0
766699,171,0,0,0,0,0,0,0
766709,170,0,0,0,0,0,0,0
766720,171,0,0,0,0,0,0,0
766729,171,0,0,0,0,0,0,0
766739,170,0,0,0,0,0,0,0
766749,170,0,0,0,0,0,0,0
766759,170,0,0,0,0,0,0,0
766769,170,0,0,0,0,0,0,0
766779,171,0,0,0,0,0,0,0
766789,171,0,0,0,0,0,0,0
766799,170,0,0,0,0,0,0,0
766809,171,0,0,0,0,0,0,0
766819,171,0,0,0,0,0,0,0
766829,171,0,0,0,0,0,0,0
766839,171,0,0,0,0,0,0,0
766849,171,0,0,0,0,0,0,0
766859,171,0,0,0,0,0,0,0
766869,171,0,0,0,0,0,0,0
766879,171,0,0,0,0,0,0,0
766889,171,0,0,0,0,0,0,0
766899,171,0,0,0,0,0,0,0
766909,171,0,0,0,0,0,0,0
766919,171,0,0,0,0,0,0,0
766929,172,0,0,0,0,0,0,0
766939,171,0,0,0,0,0,0,0
766949,172,0,0,0,0,0,0,0
766959,172,0,0,0,0,0,0,0
766969,172,0,0,0,0,0,0,0
766979,172,0,0,0,0,0,0,0
766989,172,0,0,0,0,0,0,0
766999,172,0,0,0,0,0,0,0
767009,172,0,0,0,0,0,0,0
767020,172,0,0,0,0,0,0,0
767029,173,0,0,0,0,0,0,0
767039,173,0,0,0,0,0,0,0
767049,173,0,0,0,0,0,0,0
767059,173,0,0,0,0,0,0,0
767069,172,0,0,0,0,0,0,0
767079,173,0,0,0,0,0,0,0
767089,173,0,0,0,0,0,0,0
767099,173,0,0,0,0,0,0,0
767109,173,0,0,0,0,0,0,0
767119,173,0,0,0,0,0,0,0
767129,173,0,0,0,0,0,0,0
767139,173,0,0,0,0,0,0,0
767149,173,0,0,0,0,0,0,0
767159,173,0,0,0,0,0,0,0
767169,173,0,0,0,0,0,0,0
767179,173,0,0,0,0,0,0,0
767190,173,0,0,0,0,0,0,0
767199,173,0,0,0,0,0,0,0
767209,173,0,0,0,0,0,0,0
767219,173,0,0,0,0,0,0,0
767229,173,0,0,0,0,0,0,0
767239,172,0,0,0,0,0,0,0
767249,173,0,0,0,0,0,0,0
767259,172,0,0,0,0,0,0,0
767269,172,0,0,0,0,0,0,0
767279,173,0,0,0,0,0,0,0
767289,172,0,0,0,0,0,0,0
767299,172,0,0,0,0,0,0,0
767309,172,0,0,0,0,0,0,0
767319,172,0,0,0,0,0,0,0
767329,172,0,0,0,0,0,0,0
767339,172,0,0,0,0,0,0,0
767349,172,0,0,0,0,0,0,0
767360,173,0,0,0,0,0,0,0
767369,172,0,0,0,0,0,0,0
767379,172,0,0,0,0,0,0,0
767389,173,0,0,0,0,0,0,0
767399,173,0,0,0,0,0,0,0
767409,173,0,0,0,0,0,0,0
767419,172,0,0,0,0,0,0,0
767429,172,0,0,0,0,0,0,0
767439,172,0,0,0,0,0,0,0
767449,172,0,0,0,0,0,0,0
767459,172,0,0,0,0,0,0,0
767469,173,0,0,0,0,0,0,0
767479,173,0,0,0,0,0,0,0
767489,173,0,0,0,0,0,0,0
