Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
1846219,0,0,0,0,0,0,860,0
1846230,0,0,0,0,0,0,862,0
1846239,0,0,0,0,0,0,860,0
1846249,0,0,0,0,0,0,860,0
1846259,0,0,0,0,0,0,860,0
1846269,0,0,0,0,0,0,860,0
1846279,0,0,0,0,0,0,860,0
1846289,0,0,0,0,0,0,860,0
1846299,0,0,0,0,0,0,860,0
1846309,0,0,0,0,0,0,860,0
1846319,0,0,0,0,0,0,861,0
1846329,0,0,0,0,0,0,860,0
1846339,0,0,0,0,0,0,860,0
1846349,0,0,0,0,0,0,860,0
1846359,0,0,0,0,0,0,860,0
1846369,0,0,0,0,0,0,860,0
1846379,0,0,0,0,0,0,860,0
1846389,0,0,0,0,0,0,860,0
1846400,0,0,0,0,0,0,860,0
1846409,0,0,0,0,0,0,862,0
1846419,0,0,0,0,0,0,860,0
1846429,0,0,0,0,0,0,860,0
1846439,0,0,0,0,0,0,860,0
1846449,0,0,0,0,0,0,860,0
1846459,0,0,0,0,0,0,860,0
1846469,0,0,0,0,0,0,860,0
1846479,0,0,0,0,0,0,860,0
1846489,0,0,0,0,0,0,862,0
1846499,0,0,0,0,0,0,860,0
1846509,0,0,0,0,0,0,860,0
1846519,0,0,0,0,0,0,860,0
1846529,0,0,0,0,0,0,860,0
1846539,0,0,0,0,0,0,860,0
1846549,0,0,0,0,0,0,860,0
1846559,0,0,0,0,0,0,860,0
1846569,0,0,0,0,0,0,860,0
1846579,0,0,0,0,0,0,863,0
1846589,0,0,0,0,0,0,860,0
1846599,0,0,0,0,0,0,861,0
1846609,0,0,0,0,0,0,861,0
1846619,0,0,0,0,0,0,861,0
1846629,0,0,0,0,0,0,861,0
1846639,0,0,0,0,0,0,861,0
1846649,0,0,0,0,0,0,861,0
1846659,0,0,0,0,0,0,861,0
1846669,0,0,0,0,0,0,862,0
1846679,0,0,0,0,0,0,863,0
1846689,0,0,0,0,0,0,861,0
1846700,0,0,0,0,0,0,863,0
1846709,0,0,0,0,0,0,864,0
1846719,0,0,0,0,0,0,864,0
1846729,0,0,0,0,0,0,864,0
1846739,0,0,0,0,0,0,864,0
1846749,0,0,0,0,0,0,864,0
1846759,0,0,0,0,0,0,864,0
1846769,0,0,0,0,0,0,864,0
1846779,0,0,0,0,0,0,864,0
1846789,0,0,0,0,0,0,863,0
1846799,0,0,0,0,0,0,863,0
1846809,0,0,0,0,0,0,863,0
1846819,0,0,0,0,0,0,863,0
1846829,0,0,0,0,0,0,863,0
1846839,0,0,0,0,0,0,863,0
1846849,0,0,0,0,0,0,864,0
1846859,0,0,0,0,0,0,863,0
1846870,0,0,0,0,0,0,863,0
1846879,0,0,0,0,0,0,863,0
1846889,0,0,0,0,0,0,863,0
1846899,0,0,0,0,0,0,863,0
1846909,0,0,0,0,0,0,863,0
1846919,0,0,0,0,0,0,864,0
1846929,0,0,0,0,0,0,864,0
1846939,0,0,0,0,0,0,864,0
1846949,0,0,0,0,0,0,864,0
1846959,0,0,0,0,0,0,864,0
1846969,0,0,0,0,0,0,864,0
1846979,0,0,0,0,0,0,864,0
1846989,0,0,0,0,0,0,864,0
1846999,0,0,0,0,0,0,864,0
1847009,0,0,0,0,0,0,864,0
1847019,0,0,0,0,0,0,864,0
1847029,0,0,0,0,0,0,864,0
1847040,0,0,0,0,0,0,864,0
1847049,0,0,0,0,0,0,864,0
1847059,0,0,0,0,0,0,864,0
1847069,0,0,0,0,0,0,864,0
1847079,0,0,0,0,0,0,864,0
1847089,0,0,0,0,0,0,864,0
1847099,0,0,0,0,0,0,864,0
1847109,0,0,0,0,0,0,863,0
1847119,0,0,0,0,0,0,863,0
1847129,0,0,0,0,0,0,863,0
1847139,0,0,0,0,0,0,863,0
1847149,0,0,0,0,0,0,863,0
1847159,0,0,0,0,0,0,863,0
1847169,0,0,0,0,0,0,863,0
1847179,0,0,0,0,0,0,863,0
1847189,0,0,0,0,0,0,863,0
1847199,0,0,0,0,0,0,863,0
1847209,0,0,0,0,0,0,863,0
1847219,0,0,0,0,0,0,863,0
1847229,0,0,0,0,0,0,863,0
1847239,0,0,0,0,0,0,864,0
1847249,0,0,0,0,0,0,863,0
1847259,0,0,0,0,0,0,863,0
1847269,0,0,0,0,0,0,863,0
1847279,0,0,0,0,0,0,862,0
1847289,0,0,0,0,0,0,862,0
1847299,0,0,0,0,0,0,862,0
1847309,0,0,0,0,0,0,862,0
1847319,0,0,0,0,0,0,862,0
1847329,0,0,0,0,0,0,862,0
1847340,0,0,0,0,0,0,862,0
1847349,0,0,0,0,0,0,862,0
1847359,0,0,0,0,0,0,861,0
1847369,0,0,0,0,0,0,861,0
1847379,0,0,0,0,0,0,861,0
1847389,0,0,0,0,0,0,861,0
1847399,0,0,0,0,0,0,861,0
1847409,0,0,0,0,0,0,861,0
1847419,0,0,0,0,0,0,861,0
1847429,0,0,0,0,0,0,861,0
1847439,0,0,0,0,0,0,861,0
1847449,0,0,0,0,0,0,861,0
1847459,0,0,0,0,0,0,861,0
1847469,0,0,0,0,0,0,861,0
1847479,0,0,0,0,0,0,861,0
1847489,0,0,0,0,0,0,861,0
1847499,0,0,0,0,0,0,861,0
1847510,0,0,0,0,0,0,860,0
1847519,0,0,0,0,0,0,861,0
1847529,0,0,0,0,0,0,860,0
1847539,0,0,0,0,0,0,860,0
1847549,0,0,0,0,0,0,861,0
1847559,0,0,0,0,0,0,860,0
1847569,0,0,0,0,0,0,860,0
1847579,0,0,0,0,0,0,860,0
1847589,0,0,0,0,0,0,863,0
1847599,0,0,0,0,0,0,860,0
1847609,0,0,0,0,0,0,860,0
1847619,0,0,0,0,0,0,860,0
1847629,0,0,0,0,0,0,861,0
1847639,0,0,0,0,0,0,861,0
1847649,0,0,0,0,0,0,860,0
1847659,0,0,0,0,0,0,861,0
1847669,0,0,0,0,0,0,861,0
1847680,0,0,0,0,0,0,861,0
1847689,0,0,0,0,0,0,861,0
1847699,0,0,0,0,0,0,861,0
1847709,0,0,0,0,0,0,862,0
1847719,0,0,0,0,0,0,862,0
1847729,0,0,0,0,0,0,862,0
1847739,0,0,0,0,0,0,862,0
1847749,0,0,0,0,0,0,862,0
1847759,0,0,0,0,0,0,863,0
1847769,0,0,0,0,0,0,862,0
1847779,0,0,0,0,0,0,863,0
1847789,0,0,0,0,0,0,863,0
1847799,0,0,0,0,0,0,863,0
1847809,0,0,0,0,0,0,863,0
1847819,0,0,0,0,0,0,862,0
1847829,0,0,0,0,0,0,862,0
1847839,0,0,0,0,0,0,862,0
1847849,0,0,0,0,0,0,864,0
1847859,0,0,0,0,0,0,862,0
1847869,0,0,0,0,0,0,862,0
1847879,0,0,0,0,0,0,862,0
1847889,0,0,0,0,0,0,862,0
1847899,0,0,0,0,0,0,862,0
1847909,0,0,0,0,0,0,862,0
1847919,0,0,0,0,0,0,862,0
1847929,0,0,0,0,0,0,862,0
1847939,0,0,0,0,0,0,863,0
1847949,0,0,0,0,0,0,862,0
1847959,0,0,0,0,0,0,864,0
1847969,0,0,0,0,0,0,862,0
1847980,0,0,0,0,0,0,863,0
1847989,0,0,0,0,0,0,863,0
1847999,0,0,0,0,0,0,863,0
1848009,0,0,0,0,0,0,863,0
1848019,0,0,0,0,0,0,863,0
1848029,0,0,0,0,0,0,863,0
1848039,0,0,0,0,0,0,863,0
1848049,0,0,0,0,0,0,863,0
1848059,0,0,0,0,0,0,864,0
1848069,0,0,0,0,0,0,864,0
1848079,0,0,0,0,0,0,864,0
1848089,0,0,0,0,0,0,864,0
1848099,0,0,0,0,0,0,864,0
1848109,0,0,0,0,0,0,864,0
1848119,0,0,0,0,0,0,864,0
1848129,0,0,0,0,0,0,864,0
1848139,0,0,0,0,0,0,864,0
1848150,0,0,0,0,0,0,864,0
1848159,0,0,0,0,0,0,864,0
1848169,0,0,0,0,0,0,864,0
1848179,0,0,0,0,0,0,865,0
1848189,0,0,0,0,0,0,864,0
1848199,0,0,0,0,0,0,864,0
1848209,0,0,0,0,0,0,865,0
1848219,0,0,0,0,0,0,864,0
1848229,0,0,0,0,0,0,864,0
1848239,0,0,0,0,0,0,864,0
1848249,0,0,0,0,0,0,864,0
1848259,0,0,0,0,0,0,864,0
1848269,0,0,0,0,0,0,863,0
1848279,0,0,0,0,0,0,864,0
1848289,0,0,0,0,0,0,864,0
1848299,0,0,0,0,0,0,865,0
1848309,0,0,0,0,0,0,863,0
1848320,0,0,0,0,0,0,863,0
1848329,0,0,0,0,0,0,863,0
1848339,0,0,0,0,0,0,863,0
1848349,0,0,0,0,0,0,863,0
1848359,0,0,0,0,0,0,863,0
1848369,0,0,0,0,0,0,863,0
1848379,0,0,0,0,0,0,863,0
1848389,0,0,0,0,0,0,863,0
1848399,0,0,0,0,0,0,863,0
1848409,0,0,0,0,0,0,863,0
1848419,0,0,0,0,0,0,863,0
1848429,0,0,0,0,0,0,863,0
1848439,0,0,0,0,0,0,863,0
1848449,0,0,0,0,0,0,863,0
1848459,0,0,0,0,0,0,863,0
1848469,0,0,0,0,0,0,863,0
1848479,0,0,0,0,0,0,863,0
1848489,0,0,0,0,0,0,863,0
1848499,0,0,0,0,0,0,863,0
1848509,0,0,0,0,0,0,863,0
1848519,0,0,0,0,0,0,862,0
1848529,0,0,0,0,0,0,862,0
1848539,0,0,0,0,0,0,862,0
1848549,0,0,0,0,0,0,862,0
1848559,0,0,0,0,0,0,862,0
1848569,0,0,0,0,0,0,862,0
1848579,0,0,0,0,0,0,862,0
1848589,0,0,0,0,0,0,862,0
1848599,0,0,0,0,0,0,862,0
1848609,0,0,0,0,0,0,862,0
1848620,0,0,0,0,0,0,862,0
1848629,0,0,0,0,0,0,862,0
1848639,0,0,0,0,0,0,862,0
1848649,0,0,0,0,0,0,862,0
1848659,0,0,0,0,0,0,862,0
1848669,0,0,0,0,0,0,862,0
1848679,0,0,0,0,0,0,862,0
1848689,0,0,0,0,0,0,862,0
1848699,0,0,0,0,0,0,863,0
1848709,0,0,0,0,0,0,862,0
1848719,0,0,0,0,0,0,862,0
1848729,0,0,0,0,0,0,862,0
1848739,0,0,0,0,0,0,862,0
1848749,0,0,0,0,0,0,863,0
1848759,0,0,0,0,0,0,863,0
1848769,0,0,0,0,0,0,863,0
1848779,0,0,0,0,0,0,862,0
1848790,0,0,0,0,0,0,862,0
1848799,0,0,0,0,0,0,863,0
1848809,0,0,0,0,0,0,862,0
1848819,0,0,0,0,0,0,862,0
1848829,0,0,0,0,0,0,862,0
1848839,0,0,0,0,0,0,862,0
1848849,0,0,0,0,0,0,862,0
1848859,0,0,0,0,0,0,861,0
1848869,0,0,0,0,0,0,861,0
1848879,0,0,0,0,0,0,861,0
