Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
290659,828,0,0,0,0,0,0,0
290669,828,0,0,0,0,0,0,0
290679,828,0,0,0,0,0,0,0
290689,828,0,0,0,0,0,0,0
290719,828,0,0,0,0,0,0,0
290729,828,0,0,0,0,0,0,0
290739,828,0,0,0,0,0,0,0
290749,828,0,0,0,0,0,0,0
290759,828,0,0,0,0,0,0,0
290769,828,0,0,0,0,0,0,0
290779,828,0,0,0,0,0,0,0
290789,828,0,0,0,0,0,0,0
290799,828,0,0,0,0,0,0,0
290809,829,0,0,0,0,0,0,0
290819,829,0,0,0,0,0,0,0
290829,829,0,0,0,0,0,0,0
290839,829,0,0,0,0,0,0,0
290849,829,0,0,0,0,0,0,0
290860,829,0,0,0,0,0,0,0
290869,829,0,0,0,0,0,0,0
290879,829,0,0,0,0,0,0,0
290889,830,0,0,0,0,0,0,0
290899,830,0,0,0,0,0,0,0
290909,829,0,0,0,0,0,0,0
290919,829,0,0,0,0,0,0,0
290929,829,0,0,0,0,0,0,0
290939,829,0,0,0,0,0,0,0
290949,829,0,0,0,0,0,0,0
290959,828,0,0,0,0,0,0,0
290969,828,0,0,0,0,0,0,0
290979,828,0,0,0,0,0,0,0
290989,827,0,0,0,0,0,0,0
290999,827,0,0,0,0,0,0,0
291009,827,0,0,0,0,0,0,0
291019,827,0,0,0,0,0,0,0
291030,826,0,0,0,0,0,0,0
291039,826,0,0,0,0,0,0,0
291049,826,0,0,0,0,0,0,0
291059,826,0,0,0,0,0,0,0
291069,826,0,0,0,0,0,0,0
291079,826,0,0,0,0,0,0,0
291089,826,0,0,0,0,0,0,0
291099,826,0,0,0,0,0,0,0
291109,826,0,0,0,0,0,0,0
291119,827,0,0,0,0,0,0,0
291129,826,0,0,0,0,0,0,0
291139,826,0,0,0,0,0,0,0
291149,825,0,0,0,0,0,0,0
291159,826,0,0,0,0,0,0,0
291169,825,0,0,0,0,0,0,0
291179,825,0,0,0,0,0,0,0
291189,825,0,0,0,0,0,0,0
291200,825,0,0,0,0,0,0,0
291209,825,0,0,0,0,0,0,0
291219,826,0,0,0,0,0,0,0
291229,826,0,0,0,0,0,0,0
291239,826,0,0,0,0,0,0,0
291249,826,0,0,0,0,0,0,0
291259,826,0,0,0,0,0,0,0
291269,826,0,0,0,0,0,0,0
291279,826,0,0,0,0,0,0,0
291289,826,0,0,0,0,0,0,0
291299,826,0,0,0,0,0,0,0
291309,826,0,0,0,0,0,0,0
291319,826,0,0,0,0,0,0,0
291329,826,0,0,0,0,0,0,0
291339,826,0,0,0,0,0,0,0
291349,826,0,0,0,0,0,0,0
291359,826,0,0,0,0,0,0,0
291369,826,0,0,0,0,0,0,0
291379,826,0,0,0,0,0,0,0
291389,826,0,0,0,0,0,0,0
291399,826,0,0,0,0,0,0,0
291409,826,0,0,0,0,0,0,0
291419,826,0,0,0,0,0,0,0
291429,826,0,0,0,0,0,0,0
291439,826,0,0,0,0,0,0,0
291449,829,0,0,0,0,0,0,0
291459,827,0,0,0,0,0,0,0
291469,827,0,0,0,0,0,0,0
291479,827,0,0,0,0,0,0,0
291489,827,0,0,0,0,0,0,0
291500,827,0,0,0,0,0,0,0
291509,827,0,0,0,0,0,0,0
291519,827,0,0,0,0,0,0,0
291529,827,0,0,0,0,0,0,0
291539,829,0,0,0,0,0,0,0
291549,827,0,0,0,0,0,0,0
291559,827,0,0,0,0,0,0,0
291569,827,0,0,0,0,0,0,0
291579,828,0,0,0,0,0,0,0
291589,828,0,0,0,0,0,0,0
291599,828,0,0,0,0,0,0,0
291609,828,0,0,0,0,0,0,0
291619,830,0,0,0,0,0,0,0
291629,828,0,0,0,0,0,0,0
291639,828,0,0,0,0,0,0,0
291649,828,0,0,0,0,0,0,0
291659,828,0,0,0,0,0,0,0
291670,828,0,0,0,0,0,0,0
291679,828,0,0,0,0,0,0,0
291689,828,0,0,0,0,0,0,0
291699,828,0,0,0,0,0,0,0
291709,828,0,0,0,0,0,0,0
291719,828,0,0,0,0,0,0,0
291729,828,0,0,0,0,0,0,0
291739,828,0,0,0,0,0,0,0
291749,828,0,0,0,0,0,0,0
291759,828,0,0,0,0,0,0,0
291769,828,0,0,0,0,0,0,0
291779,828,0,0,0,0,0,0,0
291789,828,0,0,0,0,0,0,0
