Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
926779,0,0,0,0,0,0,298,0
926789,0,0,0,0,0,0,298,0
926799,0,0,0,0,0,0,297,0
926809,0,0,0,0,0,0,297,0
926819,0,0,0,0,0,0,297,0
926829,0,0,0,0,0,0,297,0
926839,0,0,0,0,0,0,296,0
926849,0,0,0,0,0,0,296,0
926859,0,0,0,0,0,0,296,0
926869,0,0,0,0,0,0,295,0
926879,0,0,0,0,0,0,295,0
926889,0,0,0,0,0,0,295,0
926899,0,0,0,0,0,0,295,0
926909,0,0,0,0,0,0,296,0
926919,0,0,0,0,0,0,296,0
926929,0,0,0,0,0,0,296,0
926939,0,0,0,0,0,0,296,0
926949,0,0,0,0,0,0,297,0
926959,0,0,0,0,0,0,297,0
926969,0,0,0,0,0,0,297,0
926979,0,0,0,0,0,0,298,0
926989,0,0,0,0,0,0,298,0
926999,0,0,0,0,0,0,298,0
927009,0,0,0,0,0,0,299,0
927020,0,0,0,0,0,0,299,0
927029,0,0,0,0,0,0,299,0
927039,0,0,0,0,0,0,299,0
927049,0,0,0,0,0,0,300,0
927059,0,0,0,0,0,0,301,0
927069,0,0,0,0,0,0,301,0
927079,0,0,0,0,0,0,302,0
927089,0,0,0,0,0,0,302,0
927099,0,0,0,0,0,0,303,0
927109,0,0,0,0,0,0,304,0
927119,0,0,0,0,0,0,304,0
927129,0,0,0,0,0,0,304,0
927139,0,0,0,0,0,0,305,0
927149,0,0,0,0,0,0,306,0
927159,0,0,0,0,0,0,306,0
927169,0,0,0,0,0,0,306,0
927179,0,0,0,0,0,0,307,0
927190,0,0,0,0,0,0,308,0
927199,0,0,0,0,0,0,308,0
927209,0,0,0,0,0,0,309,0
927219,0,0,0,0,0,0,308,0
927229,0,0,0,0,0,0,308,0
927239,0,0,0,0,0,0,308,0
927249,0,0,0,0,0,0,308,0
927259,0,0,0,0,0,0,308,0
927269,0,0,0,0,0,0,309,0
927279,0,0,0,0,0,0,309,0
927289,0,0,0,0,0,0,308,0
927299,0,0,0,0,0,0,309,0
927309,0,0,0,0,0,0,309,0
927319,0,0,0,0,0,0,309,0
927329,0,0,0,0,0,0,309,0
927339,0,0,0,0,0,0,309,0
927349,0,0,0,0,0,0,309,0
927360,0,0,0,0,0,0,309,0
927369,0,0,0,0,0,0,309,0
927379,0,0,0,0,0,0,309,0
927389,0,0,0,0,0,0,309,0
927399,0,0,0,0,0,0,309,0
927409,0,0,0,0,0,0,309,0
927419,0,0,0,0,0,0,309,0
927429,0,0,0,0,0,0,308,0
927439,0,0,0,0,0,0,308,0
927449,0,0,0,0,0,0,308,0
927459,0,0,0,0,0,0,308,0
927469,0,0,0,0,0,0,307,0
927479,0,0,0,0,0,0,307,0
927489,0,0,0,0,0,0,307,0
927499,0,0,0,0,0,0,307,0
927509,0,0,0,0,0,0,307,0
927519,0,0,0,0,0,0,306,0
927529,0,0,0,0,0,0,306,0
927539,0,0,0,0,0,0,307,0
927549,0,0,0,0,0,0,306,0
927559,0,0,0,0,0,0,306,0
927569,0,0,0,0,0,0,306,0
927579,0,0,0,0,0,0,306,0
927589,0,0,0,0,0,0,306,0
927599,0,0,0,0,0,0,307,0
927609,0,0,0,0,0,0,306,0
927619,0,0,0,0,0,0,306,0
927629,0,0,0,0,0,0,306,0
927639,0,0,0,0,0,0,306,0
927649,0,0,0,0,0,0,306,0
927660,0,0,0,0,0,0,306,0
927669,0,0,0,0,0,0,306,0
927679,0,0,0,0,0,0,305,0
927689,0,0,0,0,0,0,306,0
927699,0,0,0,0,0,0,306,0
927709,0,0,0,0,0,0,306,0
927719,0,0,0,0,0,0,306,0
927729,0,0,0,0,0,0,306,0
927739,0,0,0,0,0,0,306,0
927749,0,0,0,0,0,0,306,0
927759,0,0,0,0,0,0,306,0
927769,0,0,0,0,0,0,306,0
927779,0,0,0,0,0,0,305,0
927789,0,0,0,0,0,0,306,0
927799,0,0,0,0,0,0,304,0
927809,0,0,0,0,0,0,304,0
927819,0,0,0,0,0,0,303,0
927830,0,0,0,0,0,0,303,0
927839,0,0,0,0,0,0,303,0
927849,0,0,0,0,0,0,302,0
927859,0,0,0,0,0,0,303,0
927869,0,0,0,0,0,0,302,0
927879,0,0,0,0,0,0,302,0
927889,0,0,0,0,0,0,302,0
927899,0,0,0,0,0,0,302,0
927909,0,0,0,0,0,0,301,0
927919,0,0,0,0,0,0,302,0
927929,0,0,0,0,0,0,301,0
927939,0,0,0,0,0,0,302,0
927949,0,0,0,0,0,0,302,0
927959,0,0,0,0,0,0,302,0
927969,0,0,0,0,0,0,302,0
927979,0,0,0,0,0,0,301,0
928009,0,0,0,0,0,0,302,0
928019,0,0,0,0,0,0,302,0
928029,0,0,0,0,0,0,302,0
928039,0,0,0,0,0,0,303,0
928049,0,0,0,0,0,0,303,0
928059,0,0,0,0,0,0,304,0
928069,0,0,0,0,0,0,304,0
928079,0,0,0,0,0,0,305,0
928089,0,0,0,0,0,0,305,0
928099,0,0,0,0,0,0,305,0
928109,0,0,0,0,0,0,306,0
928119,0,0,0,0,0,0,306,0
928129,0,0,0,0,0,0,306,0
928139,0,0,0,0,0,0,306,0
928149,0,0,0,0,0,0,306,0
928159,0,0,0,0,0,0,306,0
928169,0,0,0,0,0,0,306,0
928179,0,0,0,0,0,0,306,0
928189,0,0,0,0,0,0,306,0
928199,0,0,0,0,0,0,306,0
928209,0,0,0,0,0,0,306,0
928219,0,0,0,0,0,0,306,0
928229,0,0,0,0,0,0,306,0
928239,0,0,0,0,0,0,306,0
928249,0,0,0,0,0,0,306,0
928259,0,0,0,0,0,0,306,0
928269,0,0,0,0,0,0,306,0
928279,0,0,0,0,0,0,306,0
928289,0,0,0,0,0,0,307,0
928300,0,0,0,0,0,0,306,0
928309,0,0,0,0,0,0,307,0
928319,0,0,0,0,0,0,306,0
928329,0,0,0,0,0,0,307,0
