Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
440879,0,0,241,0,0,0,0,0
440889,0,0,241,0,0,0,0,0
440899,0,0,240,0,0,0,0,0
440909,0,0,240,0,0,0,0,0
440919,0,0,240,0,0,0,0,0
440929,0,0,240,0,0,0,0,0
440939,0,0,240,0,0,0,0,0
440949,0,0,241,0,0,0,0,0
440960,0,0,241,0,0,0,0,0
440969,0,0,241,0,0,0,0,0
440979,0,0,241,0,0,0,0,0
440989,0,0,241,0,0,0,0,0
440999,0,0,241,0,0,0,0,0
441009,0,0,242,0,0,0,0,0
441019,0,0,241,0,0,0,0,0
441029,0,0,242,0,0,0,0,0
441039,0,0,242,0,0,0,0,0
441049,0,0,242,0,0,0,0,0
441059,0,0,243,0,0,0,0,0
441069,0,0,244,0,0,0,0,0
441079,0,0,244,0,0,0,0,0
441089,0,0,244,0,0,0,0,0
441099,0,0,244,0,0,0,0,0
441109,0,0,245,0,0,0,0,0
441119,0,0,245,0,0,0,0,0
441129,0,0,246,0,0,0,0,0
441139,0,0,246,0,0,0,0,0
441149,0,0,247,0,0,0,0,0
441159,0,0,248,0,0,0,0,0
441169,0,0,248,0,0,0,0,0
441179,0,0,248,0,0,0,0,0
441189,0,0,249,0,0,0,0,0
441199,0,0,250,0,0,0,0,0
441209,0,0,249,0,0,0,0,0
441219,0,0,250,0,0,0,0,0
441229,0,0,251,0,0,0,0,0
441239,0,0,251,0,0,0,0,0
441249,0,0,252,0,0,0,0,0
441260,0,0,252,0,0,0,0,0
441269,0,0,253,0,0,0,0,0
441279,0,0,253,0,0,0,0,0
441289,0,0,254,0,0,0,0,0
441299,0,0,254,0,0,0,0,0
441309,0,0,254,0,0,0,0,0
441319,0,0,254,0,0,0,0,0
441329,0,0,255,0,0,0,0,0
441339,0,0,255,0,0,0,0,0
441349,0,0,256,0,0,0,0,0
441359,0,0,256,0,0,0,0,0
441369,0,0,256,0,0,0,0,0
441379,0,0,256,0,0,0,0,0
441389,0,0,256,0,0,0,0,0
441399,0,0,257,0,0,0,0,0
441409,0,0,256,0,0,0,0,0
441419,0,0,257,0,0,0,0,0
441430,0,0,257,0,0,0,0,0
441439,0,0,257,0,0,0,0,0
441449,0,0,257,0,0,0,0,0
441459,0,0,257,0,0,0,0,0
441469,0,0,257,0,0,0,0,0
441479,0,0,257,0,0,0,0,0
441489,0,0,257,0,0,0,0,0
441499,0,0,257,0,0,0,0,0
441509,0,0,257,0,0,0,0,0
441519,0,0,257,0,0,0,0,0
441529,0,0,257,0,0,0,0,0
441539,0,0,257,0,0,0,0,0
441549,0,0,257,0,0,0,0,0
441559,0,0,257,0,0,0,0,0
441569,0,0,258,0,0,0,0,0
441579,0,0,258,0,0,0,0,0
441589,0,0,257,0,0,0,0,0
441600,0,0,258,0,0,0,0,0
441609,0,0,257,0,0,0,0,0
441619,0,0,258,0,0,0,0,0
441629,0,0,258,0,0,0,0,0
441639,0,0,258,0,0,0,0,0
441649,0,0,258,0,0,0,0,0
441659,0,0,258,0,0,0,0,0
441669,0,0,258,0,0,0,0,0
441679,0,0,258,0,0,0,0,0
441689,0,0,257,0,0,0,0,0
441699,0,0,257,0,0,0,0,0
441709,0,0,257,0,0,0,0,0
441719,0,0,257,0,0,0,0,0
441729,0,0,257,0,0,0,0,0
441739,0,0,257,0,0,0,0,0
441749,0,0,256,0,0,0,0,0
441759,0,0,256,0,0,0,0,0
441769,0,0,256,0,0,0,0,0
441779,0,0,256,0,0,0,0,0
441789,0,0,255,0,0,0,0,0
441799,0,0,256,0,0,0,0,0
441809,0,0,254,0,0,0,0,0
441819,0,0,254,0,0,0,0,0
441829,0,0,254,0,0,0,0,0
441839,0,0,254,0,0,0,0,0
441849,0,0,253,0,0,0,0,0
441859,0,0,253,0,0,0,0,0
441869,0,0,253,0,0,0,0,0
441879,0,0,253,0,0,0,0,0
441889,0,0,252,0,0,0,0,0
441900,0,0,252,0,0,0,0,0
441909,0,0,252,0,0,0,0,0
441919,0,0,252,0,0,0,0,0
441929,0,0,252,0,0,0,0,0
441939,0,0,252,0,0,0,0,0
441949,0,0,252,0,0,0,0,0
441959,0,0,251,0,0,0,0,0
441969,0,0,252,0,0,0,0,0
441979,0,0,251,0,0,0,0,0
441989,0,0,252,0,0,0,0,0
441999,0,0,252,0,0,0,0,0
442009,0,0,252,0,0,0,0,0
442019,0,0,252,0,0,0,0,0
442029,0,0,252,0,0,0,0,0
442039,0,0,252,0,0,0,0,0
442049,0,0,253,0,0,0,0,0
442059,0,0,252,0,0,0,0,0
442070,0,0,252,0,0,0,0,0
442079,0,0,252,0,0,0,0,0
442089,0,0,252,0,0,0,0,0
442099,0,0,253,0,0,0,0,0
442109,0,0,254,0,0,0,0,0
442119,0,0,254,0,0,0,0,0
442129,0,0,254,0,0,0,0,0
442139,0,0,256,0,0,0,0,0
442149,0,0,255,0,0,0,0,0
442159,0,0,254,0,0,0,0,0
442169,0,0,255,0,0,0,0,0
442179,0,0,255,0,0,0,0,0
442189,0,0,254,0,0,0,0,0
442199,0,0,254,0,0,0,0,0
442209,0,0,255,0,0,0,0,0
442219,0,0,256,0,0,0,0,0
442229,0,0,256,0,0,0,0,0
442240,0,0,255,0,0,0,0,0
442249,0,0,256,0,0,0,0,0
442259,0,0,256,0,0,0,0,0
442269,0,0,256,0,0,0,0,0
442279,0,0,256,0,0,0,0,0
442289,0,0,255,0,0,0,0,0
442299,0,0,256,0,0,0,0,0
442309,0,0,256,0,0,0,0,0
442319,0,0,256,0,0,0,0,0
442329,0,0,256,0,0,0,0,0
442339,0,0,256,0,0,0,0,0
442349,0,0,256,0,0,0,0,0
442359,0,0,257,0,0,0,0,0
