Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
126189,36,0,0,0,0,0,0,0
126199,36,0,0,0,0,0,0,0
126209,38,0,4,0,0,0,0,0
126219,38,0,4,0,0,0,0,0
126229,35,0,0,0,0,0,0,0
126239,37,0,0,0,0,0,0,0
126249,37,0,0,0,0,0,0,0
126259,36,0,0,0,0,0,0,0
126269,37,0,0,0,0,0,0,0
126279,38,1,1,0,0,0,0,0
126289,36,0,0,0,2,1,1,4
126299,36,0,0,0,1,1,1,4
126309,36,0,0,0,2,0,0,4
126319,37,0,0,0,0,0,0,0
126329,36,0,0,0,2,0,1,1
126339,36,0,0,0,2,0,0,1
126349,36,0,0,0,0,0,0,0
126359,37,0,0,0,0,0,0,0
126369,36,0,0,0,0,0,0,0
126380,37,0,0,0,0,0,0,0
126389,37,0,0,0,0,0,0,0
126399,35,0,0,0,3,1,1,1
126409,37,0,0,0,0,0,0,0
126419,37,0,0,0,0,0,0,0
126429,37,0,0,0,0,0,0,0
126439,37,0,0,0,0,0,0,0
126449,37,0,0,0,0,1,1,1
126459,37,0,0,0,0,0,0,0
126469,37,0,0,0,0,0,0,0
126479,37,0,0,0,0,0,0,0
126489,36,0,0,0,0,0,0,0
126499,37,0,0,0,0,0,0,0
126509,37,0,0,0,0,0,0,0
126519,37,0,0,0,0,0,0,0
126529,37,0,0,0,0,0,0,0
126539,37,0,0,0,0,0,0,0
126550,36,0,0,0,0,0,0,0
126559,40,0,0,0,0,0,0,0
126569,34,0,0,0,0,0,0,0
126579,34,0,0,0,0,0,0,0
126589,40,0,0,0,0,0,0,0
126599,40,0,0,0,0,0,0,0
126609,37,0,0,0,0,0,0,0
126619,37,0,0,0,0,0,0,0
126629,37,0,0,0,0,0,0,0
126639,37,0,0,0,0,0,0,0
126649,37,0,0,0,0,0,0,0
126659,36,0,0,0,0,0,0,0
126669,37,0,0,0,0,0,0,0
126679,37,0,0,0,0,0,0,0
126689,37,0,0,0,0,0,0,0
126699,37,0,0,0,0,0,0,0
126709,38,0,0,0,0,0,0,0
126720,37,0,0,0,0,0,0,0
126729,37,0,0,0,0,0,0,0
126739,37,0,0,0,0,0,0,0
126749,37,0,0,0,0,0,0,0
126759,37,0,0,0,0,3,1,1
126769,37,0,0,0,0,0,0,0
126779,37,0,0,0,0,0,0,0
126789,37,0,0,0,0,0,0,0
126799,37,0,0,0,0,0,0,0
126809,37,0,0,0,0,4,1,0
126819,39,0,0,1,2,0,0,0
126829,38,1,1,0,2,0,0,0
126839,37,0,0,0,0,0,0,0
126849,37,0,0,0,0,0,1,0
126859,37,0,0,0,0,0,1,1
126869,37,0,0,0,0,0,1,1
126879,37,0,0,0,0,0,0,0
126889,37,0,0,0,0,0,0,0
126899,37,0,0,0,0,0,0,0
126909,37,0,0,0,0,0,0,0
126919,37,0,0,0,0,0,0,0
126929,38,2,0,0,0,0,0,0
126939,37,0,0,0,0,0,0,0
126949,37,0,0,0,0,0,0,0
126959,37,0,0,0,0,0,0,0
126969,37,0,0,0,0,0,0,0
126979,37,0,0,0,0,0,1,1
126989,37,0,0,0,0,0,0,0
126999,37,0,0,0,0,0,0,0
127009,37,0,0,0,0,0,0,0
127020,37,0,0,0,0,0,0,0
127029,37,0,0,0,0,0,0,0
127039,37,0,0,0,0,0,0,0
127049,37,0,0,0,0,0,0,0
127059,37,0,0,0,0,0,0,0
127069,37,0,0,0,0,0,0,0
127079,37,0,0,0,0,0,0,0
127089,38,0,0,0,0,0,0,0
127099,37,0,0,0,0,0,0,0
127109,40,1,0,0,0,0,2,1
127119,37,0,0,0,0,0,2,1
127129,37,0,0,0,0,0,2,1
127139,37,0,0,0,0,0,2,1
127149,37,0,0,0,0,0,0,0
127159,37,0,0,0,0,0,0,0
127169,39,1,1,0,1,0,0,0
127179,37,0,0,0,0,0,0,0
127190,37,0,0,0,0,0,0,0
127199,37,0,0,0,0,0,0,0
127209,37,0,0,0,0,0,0,0
127219,37,0,0,0,0,0,0,0
127229,37,0,0,0,0,0,0,0
127239,39,1,1,1,0,2,0,0
127249,38,0,0,0,0,0,0,0
127259,37,0,0,0,0,0,0,0
127269,37,0,2,0,0,0,0,0
127279,38,0,0,0,0,0,0,0
127289,37,0,0,0,0,0,0,0
127299,37,0,0,0,0,0,0,0
127309,39,0,0,0,0,0,0,0
127319,38,0,0,0,0,0,0,0
127329,37,0,0,0,0,0,1,1
127339,37,0,0,0,0,0,0,0
127349,38,0,0,0,0,0,0,0
127360,37,0,0,0,0,0,0,0
127369,35,1,2,0,0,0,0,0
127379,39,1,1,1,1,4,0,0
127389,37,0,0,0,0,0,0,0
127399,37,0,0,0,0,0,0,0
127409,37,0,0,0,0,0,0,0
127419,38,0,0,0,0,0,0,1
127429,36,1,2,0,0,0,0,0
127439,36,2,2,0,0,0,0,0
127449,39,1,1,1,1,3,0,0
127459,38,0,0,0,0,0,0,0
127469,37,0,0,0,0,0,0,0
127479,38,0,0,0,0,0,0,0
127489,37,0,0,0,0,0,0,0
127499,37,0,0,0,0,0,0,0
127509,37,0,0,0,0,0,0,0
127519,39,0,0,1,0,0,0,0
127529,38,0,0,0,0,0,0,0
127539,38,0,0,0,0,0,0,0
127549,37,0,0,0,0,0,0,0
127559,37,0,0,0,0,0,0,0
127569,37,0,0,0,0,0,0,0
127579,38,0,0,0,0,0,0,0
127589,39,1,0,1,0,1,0,0
127599,37,0,0,0,0,0,0,0
127609,37,0,0,0,0,0,0,0
127619,38,0,0,0,0,0,0,0
127629,37,0,0,0,0,0,0,0
127639,37,0,0,0,0,0,0,0
127649,37,0,0,0,0,0,0,0
127660,39,1,1,1,0,1,2,0
127669,37,0,0,0,0,0,0,0
127679,37,0,0,0,0,0,0,0
