Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
3640309,0,0,0,0,0,0,894,0
3640320,0,0,0,0,0,0,894,0
3640329,0,0,0,0,0,0,894,0
3640339,0,0,0,0,0,0,895,0
3640349,0,0,0,0,0,0,895,0
3640359,0,0,0,0,0,0,895,0
3640369,0,0,0,0,0,0,895,0
3640379,0,0,0,0,0,0,895,0
3640389,1,0,4,0,0,0,893,0
3640399,0,0,0,0,0,0,895,0
3640409,0,0,0,0,0,0,896,0
3640419,0,0,0,0,0,0,895,0
3640429,0,0,0,0,0,0,896,0
3640439,0,0,0,0,0,0,896,0
3640449,0,0,0,0,0,0,896,0
3640459,0,0,0,0,1,1,900,4
3640469,0,0,0,0,1,1,900,4
3640479,0,0,0,0,1,1,900,4
3640489,0,0,0,0,0,0,896,0
3640499,1,1,1,0,0,0,895,0
3640509,0,0,0,0,0,0,895,0
3640519,0,0,0,0,0,0,895,0
3640529,0,0,0,0,0,0,896,0
3640539,0,0,0,0,0,0,896,0
3640549,0,0,0,0,0,0,897,0
3640559,0,0,0,0,0,0,895,0
3640569,0,0,1,0,0,0,895,0
3640579,0,0,0,0,0,0,895,0
3640589,0,0,0,0,0,0,895,0
3640599,0,0,0,0,0,0,896,0
3640609,0,0,0,0,4,1,901,1
3640620,0,0,0,0,0,0,896,0
3640629,0,0,0,0,0,0,897,0
3640639,1,0,0,3,0,0,895,0
3640649,0,0,0,0,0,0,897,0
3640659,0,0,0,0,0,0,898,0
3640669,0,0,0,0,0,0,897,0
3640679,0,0,0,0,0,0,897,0
3640689,0,0,0,0,0,0,897,0
3640699,0,0,0,0,0,0,897,0
3640709,0,1,1,4,0,0,895,0
3640719,2,0,0,0,0,0,895,0
3640729,2,0,0,0,0,0,895,0
3640739,2,0,0,0,0,0,895,0
3640749,0,0,0,0,0,0,895,0
3640759,0,0,0,0,0,0,896,0
3640769,0,0,0,0,0,0,895,0
3640779,1,1,1,3,0,0,894,0
3640790,0,0,0,0,0,0,895,0
3640799,0,0,0,0,0,0,895,0
3640809,0,0,0,0,0,0,895,0
3640819,0,0,0,0,0,0,895,0
3640829,0,0,0,0,0,0,895,0
3640839,0,0,0,0,0,0,895,0
3640849,1,1,0,1,0,0,894,0
3640859,0,0,0,0,0,0,895,0
3640869,0,0,0,0,0,0,895,0
3640879,0,0,0,0,0,0,895,0
3640889,0,0,0,0,0,0,895,0
3640899,0,0,0,0,0,0,895,0
3640909,0,0,0,0,0,0,895,0
3640919,1,0,0,1,0,0,894,0
3640929,0,0,0,0,0,0,895,0
3640939,0,0,0,0,0,0,896,0
3640949,0,0,0,0,0,0,896,0
3640960,0,0,0,0,0,0,896,0
3640969,0,2,0,0,0,0,895,0
3640979,0,0,0,0,0,0,895,0
3640989,0,0,0,0,0,0,896,0
3640999,0,0,0,0,0,0,897,0
3641009,3,0,0,0,0,0,895,0
3641019,0,0,0,0,0,0,900,1
3641029,0,0,0,0,0,0,900,1
3641039,1,0,0,0,0,0,899,1
3641049,0,0,0,0,0,0,900,1
3641059,0,0,0,0,0,0,900,1
3641069,0,0,0,0,0,0,895,0
3641079,0,0,0,0,0,0,896,0
3641089,0,0,0,0,0,0,902,1
3641099,0,0,0,0,0,0,897,0
3641109,0,0,0,0,0,0,896,0
3641119,0,0,0,0,0,0,896,0
3641129,0,0,0,0,0,0,896,0
3641139,0,0,0,0,0,0,897,0
3641149,0,0,0,0,0,0,896,1
3641159,0,0,0,0,0,0,896,0
3641169,0,0,0,0,0,0,895,0
3641179,0,0,0,0,0,0,895,0
3641189,0,0,0,0,0,0,897,0
3641199,0,0,0,0,0,0,896,0
3641209,0,0,0,0,0,0,897,0
3641219,0,0,0,0,0,0,896,0
3641229,0,0,0,0,0,0,897,0
3641239,0,0,0,0,0,0,897,0
3641249,1,1,0,1,0,0,894,0
3641260,0,0,0,0,0,0,896,0
3641269,0,0,0,0,0,0,897,0
3641279,4,0,0,0,0,0,895,0
3641289,1,0,0,0,0,0,896,0
3641299,0,0,0,0,0,0,895,0
3641309,0,0,0,0,0,0,897,0
3641319,0,0,0,0,0,0,897,0
3641329,0,0,0,0,0,0,896,0
3641339,0,0,0,0,0,0,897,0
3641349,0,0,0,0,0,0,898,0
