Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
303979,0,0,0,0,0,454,0,0
303989,0,0,0,0,0,454,0,0
304000,0,0,0,0,0,455,0,0
304009,1,1,0,0,1,456,0,0
304019,0,0,0,0,0,454,0,0
304029,0,0,0,0,0,455,0,0
304039,0,0,0,0,0,455,0,0
304049,0,0,0,0,0,455,0,0
304059,0,0,0,0,0,454,0,0
304069,0,0,0,0,0,455,0,0
304079,0,0,0,0,0,454,0,0
304089,0,0,0,0,0,454,0,0
304099,0,0,0,0,0,455,0,0
304109,0,0,0,0,0,455,0,0
304119,0,0,0,0,0,455,0,0
304129,1,1,1,1,0,457,1,1
304139,1,1,1,1,1,456,1,1
304149,0,0,0,0,0,454,0,0
304159,0,0,0,0,0,454,0,0
304169,0,0,0,0,0,454,0,0
304179,0,0,0,0,0,453,0,0
304189,0,0,0,0,0,453,0,0
304199,1,1,4,0,2,454,0,0
304209,2,1,4,0,3,454,0,0
304219,1,1,4,0,4,455,0,0
304229,1,1,4,0,2,454,0,0
304239,0,0,0,0,0,453,0,0
304249,0,0,0,0,0,454,0,0
304259,0,0,0,0,0,453,0,0
304269,0,0,0,0,0,453,0,0
304279,0,0,0,0,0,454,0,0
304289,0,0,0,0,0,454,0,0
304300,0,0,0,0,0,454,0,0
304309,0,0,0,0,0,454,0,0
304319,0,0,0,0,0,454,0,0
304329,0,0,0,0,0,454,0,0
304339,0,0,0,0,0,454,0,0
304349,0,0,0,0,0,454,0,0
304359,1,1,1,0,0,455,0,0
304369,0,0,0,0,0,454,0,0
304379,0,0,0,0,0,454,0,0
304389,0,0,0,0,0,454,0,0
304399,0,0,0,0,0,454,0,0
304409,0,0,0,0,0,454,0,0
304419,0,0,0,0,0,454,0,0
304429,0,0,0,0,0,454,0,0
304439,0,0,0,0,0,454,0,0
304449,2,1,1,1,1,457,1,1
304459,2,1,0,0,1,456,1,1
304470,0,0,0,0,0,454,0,0
304479,0,0,0,0,0,455,0,0
304489,0,0,0,0,0,455,0,0
304499,0,0,0,0,0,455,0,0
304509,0,0,0,0,0,455,0,0
304519,1,1,0,1,1,457,1,1
304529,0,0,0,0,0,456,0,0
304539,0,0,0,0,0,456,0,1
304549,1,0,0,0,0,457,0,0
304559,0,0,0,0,0,456,0,0
304569,0,0,0,0,0,456,0,0
304579,0,0,0,0,0,456,0,0
304589,2,1,1,1,1,458,1,1
304599,0,0,0,0,0,456,0,0
304609,0,0,0,0,0,456,0,0
304619,2,1,1,6,0,456,0,0
304629,0,0,0,0,0,456,0,0
304640,0,0,0,0,0,456,0,0
304649,0,0,0,0,0,456,0,0
304659,3,1,1,1,1,458,1,1
304669,0,0,0,0,0,456,0,0
304679,0,0,0,0,0,456,0,0
304689,0,0,0,0,0,456,0,0
304699,0,0,0,0,0,456,0,0
304709,0,0,0,0,0,456,0,0
304719,0,0,0,0,0,457,0,0
304729,0,1,1,1,1,458,1,1
304739,0,0,0,0,0,456,0,0
304749,0,0,0,0,0,456,0,0
304759,0,0,0,0,0,456,0,0
304769,0,0,0,0,0,455,0,0
304779,0,0,0,0,0,456,0,0
304789,0,0,0,0,0,456,0,0
304799,0,0,0,0,0,456,1,4
304809,0,0,0,0,0,456,0,0
304819,0,0,0,0,0,456,0,0
304829,0,0,0,0,0,457,0,0
304839,0,0,0,0,0,456,0,0
304849,0,0,0,0,0,456,0,0
304859,0,0,0,0,0,456,0,0
304869,0,0,0,0,0,456,2,1
304879,0,0,0,0,0,456,0,0
304889,0,0,0,0,0,456,0,0
304899,0,0,0,0,0,457,0,0
304909,0,0,0,0,0,457,0,0
304919,0,0,0,0,0,457,0,0
304929,0,2,1,1,4,456,3,0
304940,0,0,0,0,0,457,2,0
304949,0,0,0,0,0,457,0,0
304959,0,0,0,0,0,458,0,0
304969,0,0,0,0,0,457,0,0
304979,0,0,0,0,0,458,0,0
304989,0,0,0,0,0,458,0,0
304999,0,0,0,0,0,458,0,0
305009,0,0,0,0,0,457,0,0
305019,0,0,0,0,0,457,0,0
305029,0,0,0,0,0,458,0,0
305039,0,0,0,0,0,457,0,0
305049,0,0,0,0,0,457,0,0
305059,0,0,0,0,0,458,0,0
305069,0,0,0,0,0,457,0,0
305079,3,0,0,0,0,457,0,1
305089,0,0,0,0,0,458,0,0
305099,0,0,0,0,0,457,0,0
305110,0,0,0,0,0,457,0,0
305119,0,0,0,0,0,457,0,0
305129,0,0,0,0,0,457,0,0
305139,0,0,0,0,0,457,0,0
305149,4,0,0,0,0,457,0,1
305159,0,0,0,0,0,457,0,0
305169,0,0,0,0,0,457,0,0
305179,0,0,0,0,0,457,0,0
305189,0,0,0,0,0,457,0,0
305199,0,0,0,0,0,457,0,0
305209,0,0,0,0,0,457,0,0
305219,4,0,0,0,0,457,0,1
305229,0,0,0,0,0,457,0,0
305239,0,0,0,0,0,457,0,0
305249,0,0,0,0,0,457,0,0
305259,0,0,0,0,0,457,0,0
305269,0,0,0,0,0,457,0,0
305280,0,0,0,0,0,457,0,0
305289,0,0,2,0,1,459,1,1
305299,0,0,2,1,1,460,0,3
305309,0,0,0,0,0,457,0,0
305319,0,0,0,0,0,457,0,0
305329,0,0,0,0,0,457,0,0
305339,0,0,2,1,1,460,0,0
305349,0,0,0,0,0,457,0,0
305359,0,0,0,0,0,457,0,0
305369,0,0,0,0,0,457,0,0
305379,0,0,0,0,0,457,0,0
305389,0,0,0,0,0,458,0,0
305399,0,0,0,0,0,458,0,0
305409,0,0,0,0,0,458,0,0
305419,0,0,0,0,0,458,0,0
305429,0,0,0,0,0,458,0,0
305439,0,0,0,0,0,459,0,0
305449,0,0,0,0,0,458,0,0
305459,0,0,0,0,0,459,0,0
305469,0,0,0,0,0,459,0,0
305479,0,0,0,0,0,459,0,0
305489,0,0,0,0,0,459,0,0
305499,0,0,0,1,1,462,0,0
