Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
1723629,0,0,0,0,0,0,0,194
1723639,0,1,1,1,0,1,0,198
1723649,0,0,0,0,0,0,0,195
1723659,0,0,0,0,0,0,0,195
1723669,0,0,0,0,0,0,0,196
1723679,0,0,0,0,0,0,0,196
1723689,0,0,0,0,0,0,0,197
1723699,0,0,0,0,0,0,0,198
1723709,1,1,1,1,0,1,1,202
1723719,0,0,0,0,0,0,0,199
1723729,0,0,0,0,0,0,0,199
1723739,0,0,0,0,0,0,0,199
1723749,0,0,0,0,0,0,0,199
1723759,0,0,0,0,0,0,0,199
1723769,0,0,0,0,0,0,0,199
1723779,0,1,0,1,1,1,0,204
1723789,0,0,0,0,0,0,0,199
1723799,0,0,0,0,0,0,0,200
1723809,1,4,0,1,0,0,0,200
1723820,1,2,0,1,4,0,0,200
1723829,1,4,0,1,3,0,0,200
1723839,0,0,0,0,0,0,0,200
1723849,1,1,1,1,0,1,1,203
1723859,0,0,0,0,0,0,0,201
1723869,0,0,0,0,0,0,0,201
1723879,0,0,0,0,0,0,0,202
1723889,0,0,0,0,0,0,0,203
1723899,0,0,0,0,0,0,0,203
1723909,0,0,0,0,0,0,0,204
1723919,1,0,0,1,1,0,1,206
1723929,0,0,0,0,0,0,0,204
1723939,0,0,0,0,0,0,0,205
1723949,0,0,0,0,0,0,0,205
1723959,0,0,0,0,0,0,0,205
1723969,0,0,0,0,0,0,0,205
1723979,0,0,0,0,0,0,0,205
1723990,0,0,0,0,0,0,0,205
1723999,0,0,0,0,0,0,0,205
1724009,0,0,0,0,0,0,0,205
1724019,0,0,0,0,0,0,0,205
1724029,0,0,0,0,0,0,0,205
1724039,1,1,0,0,0,0,2,205
1724049,0,0,0,0,0,0,0,207
1724059,0,0,0,0,1,0,0,206
1724069,1,1,0,0,0,2,0,204
1724079,0,1,0,0,0,2,0,204
1724089,1,1,0,0,1,2,0,204
1724099,0,0,0,0,0,0,0,204
1724109,0,0,0,0,0,0,0,203
1724119,0,0,0,0,0,0,0,203
1724129,0,0,0,0,0,0,0,202
1724139,0,0,0,0,0,0,0,202
1724149,0,0,0,0,0,0,0,201
1724160,0,0,0,0,0,0,0,201
1724169,0,0,0,0,0,0,0,201
1724179,0,0,0,0,0,0,0,200
1724189,0,0,0,0,0,0,0,200
1724199,0,0,0,0,0,0,0,199
1724209,0,0,0,0,0,0,0,199
1724219,1,1,4,0,1,1,0,199
1724229,0,0,0,0,0,0,0,198
1724239,0,0,0,0,0,0,0,198
1724249,0,0,0,0,0,0,0,198
1724259,0,0,0,0,0,0,0,198
1724269,0,0,0,0,0,0,0,197
1724279,0,0,0,0,0,0,0,197
1724289,0,0,0,0,0,0,0,197
1724299,0,0,0,0,0,0,0,198
1724309,0,0,0,0,0,0,0,197
1724319,0,0,0,0,0,0,0,197
1724329,0,0,0,0,0,0,0,197
1724339,0,0,0,0,0,0,0,197
1724349,0,0,0,0,0,0,0,197
1724359,0,0,0,0,0,0,0,197
1724369,0,0,0,0,0,0,0,197
1724379,0,0,0,0,0,0,0,197
1724389,0,0,0,0,0,0,0,198
1724399,0,0,0,0,0,0,0,198
1724409,0,0,0,0,0,0,0,198
1724419,0,0,0,0,0,0,0,198
1724429,0,0,0,0,0,0,0,198
1724439,0,0,0,0,0,0,0,198
1724449,0,0,0,0,0,0,0,199
1724460,0,0,0,0,0,0,0,198
1724469,0,0,0,0,0,0,0,199
1724479,0,0,0,0,0,0,0,199
1724489,0,0,0,0,0,0,0,199
1724499,0,0,0,0,0,0,0,199
1724509,0,0,0,0,0,0,0,199
1724519,0,0,0,0,0,0,0,199
1724529,1,1,1,4,0,1,2,198
1724539,0,0,0,0,0,0,0,199
1724549,0,0,0,0,0,0,0,199
1724559,0,0,0,0,0,0,0,199
1724569,2,0,0,1,1,1,1,201
1724579,0,0,0,0,0,0,0,199
1724589,1,1,1,4,0,1,0,198
1724599,1,1,1,4,0,2,0,198
1724609,2,1,1,4,0,1,0,198
1724619,0,0,0,0,0,0,0,199
1724630,0,0,0,0,0,0,0,199
1724639,2,0,1,0,1,0,1,201
1724649,0,0,0,0,0,0,0,199
1724659,0,0,0,0,0,0,0,199
1724669,0,0,0,0,0,0,0,198
1724679,0,0,0,0,0,0,0,198
1724689,0,0,0,0,0,0,0,198
1724699,0,0,0,0,0,0,0,198
1724709,0,0,0,0,0,0,0,198
1724719,0,0,0,0,0,0,0,198
1724729,0,0,0,0,0,0,0,198
1724739,0,0,0,0,0,0,0,198
1724749,0,0,0,0,0,0,0,198
1724759,0,0,0,0,0,0,0,198
1724769,0,0,0,0,0,0,0,198
1724779,0,0,0,0,0,0,0,199
1724789,0,0,0,0,0,0,0,199
1724800,0,0,0,0,0,0,0,198
1724809,0,0,0,0,0,0,0,198
1724819,0,0,0,0,0,0,0,199
1724829,0,0,0,0,0,0,0,198
1724839,0,0,0,0,0,0,0,198
1724849,1,1,1,1,0,0,1,200
1724859,0,1,1,1,3,0,1,201
1724869,0,1,1,1,4,0,1,201
1724879,0,0,0,0,0,0,0,199
1724889,0,0,0,0,0,0,0,200
1724899,0,0,0,0,0,0,0,200
1724909,0,0,0,0,0,0,0,200
1724919,0,0,0,0,0,0,0,200
1724929,0,0,0,0,0,0,0,200
1724939,0,0,0,0,0,0,0,200
1724949,0,0,0,0,0,0,0,200
1724959,0,0,0,0,0,0,0,200
1724969,0,0,0,0,0,0,0,200
1724979,0,0,0,0,0,0,0,201
1724989,0,0,0,0,0,0,0,200
1724999,0,2,1,1,4,0,3,201
1725009,0,0,0,0,0,0,0,201
1725019,0,0,0,0,0,0,0,201
1725029,0,0,0,0,0,0,0,202
1725039,0,0,0,0,0,0,0,202
1725049,0,0,0,0,0,0,0,203
1725059,0,0,0,0,0,0,0,203
1725069,0,0,0,0,0,0,0,203
1725079,0,0,0,0,0,0,0,204
1725089,0,0,0,0,0,0,0,204
1725100,0,0,0,0,0,0,0,204
1725109,0,0,0,0,0,0,0,204
1725119,0,0,0,0,0,0,0,205
1725129,0,0,0,0,0,0,0,205
1725139,0,0,0,0,0,0,0,205
1725149,0,0,0,0,0,0,0,205
1725159,0,0,0,0,0,0,0,205
1725169,0,0,0,0,0,0,0,205
1725179,0,0,0,0,0,0,0,205
1725189,0,0,0,0,0,0,0,205
1725199,0,0,0,0,0,0,0,205
1725209,0,0,0,0,0,0,0,206
1725219,0,0,0,0,0,0,0,206
1725229,0,0,0,0,0,0,0,206
1725239,0,0,0,0,0,0,0,205
1725249,0,0,0,0,0,0,0,206
1725259,0,0,0,0,0,0,0,206
1725270,0,0,0,0,0,0,0,206
1725279,0,0,0,0,0,0,0,206
1725289,0,0,0,0,0,0,0,206
1725299,0,0,0,0,0,0,0,206
1725309,0,0,0,0,0,0,0,206
1725319,0,0,0,0,0,0,0,205
1725329,0,0,0,0,0,1,0,206
1725339,1,0,0,0,0,0,0,206
1725349,0,0,2,1,1,1,0,206
1725359,0,0,0,0,0,0,0,203
1725369,0,0,0,0,0,0,0,203
1725379,0,0,0,0,0,0,0,204
1725389,0,0,0,0,0,0,0,203
1725399,0,0,0,0,0,0,0,203
1725409,1,0,0,0,0,0,0,201
1725419,0,0,3,1,1,3,0,201
1725429,0,0,0,0,0,0,0,202
1725440,0,0,0,0,0,0,0,202
1725449,0,0,0,0,0,0,0,202
1725459,0,0,0,0,0,0,0,202
1725469,0,0,3,1,1,1,0,201
1725479,0,0,0,1,0,1,1,204
1725489,0,0,0,0,0,0,0,201
1725499,0,0,0,0,0,0,0,201
1725509,0,0,0,0,0,0,0,202
1725519,0,0,0,0,0,0,0,201
1725529,0,0,0,0,0,0,0,201
1725539,0,0,0,0,0,0,0,201
1725549,1,4,0,0,0,0,0,200
1725559,0,0,0,0,0,0,0,201
1725569,0,0,0,0,0,0,0,201
1725579,0,0,0,0,0,0,0,201
1725589,0,0,0,0,0,0,0,201
1725599,0,0,0,0,0,0,0,201
1725609,0,0,0,0,0,0,0,200
1725619,0,0,0,2,1,1,1,202
1725629,0,0,0,0,0,0,0,200
1725639,0,0,0,0,0,0,0,200
1725649,0,0,0,0,0,0,0,199
1725659,0,0,0,0,0,0,0,199
1725669,0,0,0,0,0,0,0,200
1725679,0,0,0,0,0,0,0,200
1725689,0,0,0,1,0,1,0,202
1725699,0,0,0,0,0,0,0,200
1725709,0,0,0,0,0,0,0,200
1725719,0,0,0,0,0,0,0,201
1725729,0,0,0,0,0,0,0,201
1725740,0,0,0,0,0,0,0,202
1725749,0,0,0,0,0,0,0,202
1725759,1,1,0,0,0,0,0,202
1725769,0,0,0,0,0,0,0,202
1725779,0,0,0,0,0,0,0,202
1725789,0,0,0,0,0,0,0,202
1725799,0,0,0,0,0,0,0,202
1725809,1,1,1,0,0,0,0,202
1725819,0,0,0,0,0,0,0,202
1725829,0,0,0,0,0,0,0,202
1725839,0,0,0,0,0,0,0,203
1725849,0,0,0,0,0,0,0,203
1725859,0,0,0,0,0,0,0,203
1725869,0,0,0,0,0,0,0,203
1725879,1,1,4,0,0,0,0,203
1725889,0,0,0,0,0,0,0,203
1725899,0,0,0,0,0,0,0,203
1725910,0,0,0,0,0,0,0,204
1725919,0,0,0,0,0,0,0,204
1725929,0,0,0,0,0,0,0,204
1725939,0,0,0,0,0,0,0,205
1725949,1,0,4,0,0,0,0,205
1725959,0,0,0,0,0,0,0,205
1725969,0,0,0,0,1,0,1,210
1725979,0,0,0,0,0,0,0,206
1725989,0,0,0,0,0,0,0,206
1725999,0,0,0,0,0,0,0,206
