Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
484669,0,0,13,0,0,0,0,0
484679,0,0,13,0,0,0,1,3
484689,0,0,13,0,0,0,0,0
484699,0,0,13,0,0,0,0,0
484709,0,0,12,0,0,0,0,0
484719,0,0,13,0,0,0,0,0
484729,0,0,12,0,0,0,0,0
484739,0,0,12,0,0,0,0,0
484749,0,0,12,0,0,0,0,0
484759,0,0,12,0,0,0,0,0
484769,0,0,12,0,0,0,0,0
484780,0,0,12,0,0,0,0,0
484789,0,2,14,1,4,0,3,2
484799,0,0,12,0,0,0,0,0
484809,0,0,12,0,0,0,0,0
484819,0,0,12,0,0,0,0,0
484829,0,0,12,0,0,0,0,0
484839,0,0,12,0,0,0,0,0
484849,0,0,12,0,0,0,0,0
484859,0,0,12,0,0,0,0,0
484869,0,0,12,0,0,0,0,0
484879,0,0,12,0,0,0,0,0
484889,0,0,12,0,0,0,0,0
484899,0,0,12,0,0,0,0,0
484909,0,0,12,0,0,0,0,0
484919,0,0,13,0,0,0,0,0
484929,0,0,12,0,0,0,0,0
484939,0,0,13,0,0,0,0,0
484950,0,0,13,0,0,0,0,0
484959,0,0,13,0,0,0,0,0
484969,0,0,14,1,1,0,0,0
484979,0,0,14,0,0,0,0,0
484989,0,0,14,0,0,0,0,0
484999,0,0,14,0,0,0,0,0
485009,0,0,14,0,0,0,0,0
485019,0,0,16,1,1,1,1,0
485029,0,0,13,0,0,0,0,0
485039,0,0,14,0,0,0,0,0
485049,0,1,15,1,1,0,0,1
485059,0,0,14,0,0,0,0,0
485069,0,0,14,0,0,0,0,0
485079,0,0,13,0,0,0,0,0
485089,0,0,15,0,1,1,1,1
485099,0,0,14,0,0,0,0,0
485109,0,0,14,0,0,0,0,0
485120,0,0,14,0,0,0,0,0
485129,0,0,16,1,1,4,0,2
485139,0,0,13,0,0,0,0,0
485149,0,0,14,0,0,0,0,0
485159,3,0,14,0,0,0,0,2
485169,0,0,14,0,0,0,0,0
485179,0,0,14,0,0,0,0,0
485189,0,0,14,0,0,0,0,0
485199,0,0,14,0,0,0,0,0
485209,0,0,14,0,0,0,0,0
485219,0,0,14,0,0,0,0,0
485229,1,0,14,0,0,0,0,4
485239,0,0,14,0,0,0,0,0
485249,0,0,14,0,0,0,0,0
485259,0,0,14,0,0,0,0,0
485269,0,0,14,0,0,0,0,0
485279,0,0,14,0,0,0,0,0
485289,0,0,14,0,0,0,0,0
485299,1,0,14,0,0,0,0,0
485309,0,0,17,1,1,3,0,0
485319,0,0,14,0,0,0,0,0
485329,0,0,14,0,0,0,0,0
485339,0,0,14,0,0,0,0,0
485349,0,0,14,0,0,0,0,0
485359,0,0,18,1,1,1,0,0
485369,1,2,14,0,0,0,0,0
485379,1,2,14,0,0,0,0,0
485389,0,0,14,0,0,0,0,0
485399,0,0,14,0,0,0,0,0
485409,0,0,14,0,0,0,0,0
485420,0,0,13,1,1,1,0,0
485429,0,0,14,0,0,0,0,0
485439,1,3,14,0,0,0,0,0
485449,0,0,14,0,0,0,0,0
485459,0,0,14,0,0,0,0,0
485469,0,0,14,0,0,0,0,0
485479,0,0,14,0,0,0,0,0
485489,0,0,14,0,0,0,0,0
485499,0,0,14,0,0,0,0,0
485509,1,4,13,0,0,0,0,0
485519,0,0,14,0,0,0,0,0
485529,0,0,14,0,0,0,0,0
485539,0,0,14,0,0,0,0,0
485549,0,0,14,0,0,0,0,0
485559,0,0,14,0,0,0,0,0
485569,0,0,14,0,0,0,0,0
485579,1,3,13,0,0,0,0,0
485590,0,0,14,0,0,0,0,0
485599,0,0,14,0,0,0,0,0
485609,0,0,14,0,0,0,0,0
485619,0,0,14,0,0,0,0,0
485629,0,0,14,0,0,0,0,0
485639,0,0,14,0,0,0,0,0
485649,1,1,12,0,0,0,0,0
485659,0,0,14,0,0,0,0,0
485669,0,0,14,0,0,0,0,0
485679,0,0,14,0,0,0,0,0
485689,0,0,14,0,0,0,0,0
485699,0,0,14,0,0,0,0,0
485709,0,0,14,0,0,0,0,0
485719,1,1,10,0,0,0,0,0
485729,0,0,14,0,0,0,0,0
